"title","abstract","authors","link","date","subject","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","ID"
"Safety and tolerability of a novel, polyclonal human anti-MERS coronavirus antibody produced from transchromosomic cattle: a phase 1 randomised, double-blind, single-dose-escalation study.","Middle East respiratory syndrome (MERS) is a severe respiratory illness with an overall mortality of 35%. There is no licensed or proven treatment. Passive immunotherapy approaches are being developed to prevent and treat several human medical conditions where alternative therapeutic options are absent. We report the safety of a fully human polyclonal IgG antibody (SAB-301) produced from the hyperimmune plasma of transchromosomic cattle immunised with a MERS coronavirus vaccine. We did a phase 1","Beigel, Voell, Kumar, Raviprakash, Wu, Jiao, Sullivan, Luke, Davey","https://doi.org/10.1016/S1473-3099(18)30002-1","20190225","Adult; Animals; Animals, Genetically Modified; Antibodies, Viral; Cattle; Double-Blind Method; Drug-Related Side Effects and Adverse Reactions; Female; Follow-Up Studies; Healthy Volunteers; Humans; Immunization, Passive; Immunoglobulin G; Infusions, Intravenous; Male; Middle Aged; Middle East Respiratory Syndrome Coronavirus; National Institutes of Health (U.S.); Placebos; United States; Young Adult","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",48
"A cohort study of the effect of winter dysentery on herd-level milk production.","Winter dysentery (WD) is a contagious disease caused by bovine coronavirus. It is characterized by acute onset of diarrhea, fever, depression, and reduced milk yield in adult cattle. Although production loss is a well-known consequence of WD, large-scale studies estimating the effect on milk production are lacking. The objective of this study was to estimate the effect of farmer-reported WD on herd-level milk production and milk composition. A cohort study was performed based on reports of herd ","Toftaker, HolmÃ¸y, NÃ¸dtvedt, Ã˜sterÃ¥s, Stokstad","https://doi.org/10.3168/jds.2017-12605","20180427","bovine coronavirus; dairy; milk composition; milk yield; Animals; Cattle; Cattle Diseases; Cohort Studies; Dairying; Dysentery; Female; Lactation; Milk; Norway","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",49
"Transmissible gastroenteritis virus infection induces NF-ÎºB activation through RLR-mediated signaling.","Transmissible gastroenteritis virus (TGEV) is a porcine enteric coronavirus which causes lethal severe watery diarrhea in piglets. The pathogenesis of TGEV is strongly associated with inflammation. In this study, we found that TGEV infection activates transcription factors NF-ÎºB, IRF3 and AP-1 in a time- and dose-dependent manner in porcine kidney cells. Treatment with the NF-ÎºB-specific inhibitor BAY11-7082 significantly decreased TGEV-induced proinflammatory cytokine production, but did not ","Ding, An, Xie, Wu, Zhang, Wang, Fang, Chen, Xiao, Fang","https://doi.org/10.1016/j.virol.2017.04.024","20170717","Inflammatory response; NF-ÎºB; RIG-I-like receptors; Transmissible gastroenteritis virus; Animals; Cytokines; DEAD Box Protein 58; Gastroenteritis, Transmissible, of Swine; Interferon-Induced Helicase, IFIH1; NF-kappa B; Phosphorylation; Signal Transduction; Swine; Transcription Factor AP-1; Transmissible gastroenteritis virus","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",50
"A novel benzo-heterocyclic amine derivative N30 inhibits influenza virus replication by depression of Inosine-5'-Monophospate Dehydrogenase activity.","Influenza virus is still a huge threat to the world-wide public health. Host inosine-5'- monophosphate dehydrogenase (IMPDH) involved in the synthesis of guanine nucleotides, is known to be a potential target to inhibit the replication of viruses. Herein, we evaluated antiviral activity of a benzo-heterocyclic amine derivative N30, which was designed to inhibit IMPDH. The results demonstrated that N30 inhibited the replication of H1N1, H3N2, influenza B viruses, including oseltamivir and amantad","Hu, Ma, Wang, Yan, Zhang, Li, Jiang, Li","https://doi.org/10.1186/s12985-017-0724-6","20170828","Benzo-heterocyclic amine derivative; IMPDH; Influenza A virus; Amines; Animals; Antiviral Agents; Cell Line; Coronavirus; Enterovirus A, Human; Enterovirus B, Human; Enzyme Inhibitors; Heterocyclic Compounds; Humans; IMP Dehydrogenase; Influenza A Virus, H1N1 Subtype; Influenza A Virus, H3N2 Subtype; Influenza B virus; Respiratory Syncytial Viruses; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",51
"Frequency, clinicopathological features and phylogenetic analysis of feline morbillivirus in cats in Istanbul, Turkey.","Objectives The aim of the study was to investigate feline morbillivirus (FmoPV) frequency, phylogeny and associated pathology in cats in Istanbul, Turkey. Methods Samples from sick (n = 96) and dead ( n = 15) cats were analysed using reverse transcription PCR. Blood and urine analyses and histopathology were also performed. Results FmoPV RNA was detected in six cats (5.4%), including three sick (in the urine) and three dead cats (tissues). A significantly greater proportion of FmoPV RNA-positive","Yilmaz, Tekelioglu, Gurel, Bamac, Ozturk, Cizmecigil, Altan, Aydin, Yilmaz, Berriatua, Helps, Richt, Turan","https://doi.org/10.1177/1098612X16686728","20171215","Animals; Cat Diseases; Cats; Female; Male; Morbillivirus; Morbillivirus Infections; Phylogeny; Polymerase Chain Reaction; RNA, Viral; Turkey","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",52
"The impact of epidemics on labor market: identifying victims of the Middle East Respiratory Syndrome in the Korean labor market.","The vulnerability approach suggests that disasters such as epidemics have different effects according not only to physical vulnerability but also to economic class (status). This paper examines the effect of the Middle East Respiratory Syndrome epidemic on the labor market to investigate whether vulnerable groups become more vulnerable due to an interaction between the socio-economic structure and physical risk. This paper examines the effect of the Middle East Respiratory Syndrome epidemic on t","Lee, Cho","https://doi.org/10.1186/s12939-016-0483-9","20180209","Epidemics; Labor Market; Middle East Respiratory Syndrome; Older workers; Quarantine; Unemployment; Vulnerability; Adult; Age Factors; Aged; Coronavirus Infections; Employment; Epidemics; Female; Humans; Male; Middle Aged; Republic of Korea; Social Class; Social Problems; Socioeconomic Factors; Unemployment; Young Adult","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",53
"The evidence of porcine hemagglutinating encephalomyelitis virus induced nonsuppurative encephalitis as the cause of death in piglets.","An acute outbreak of porcine hemagglutinating encephalomyelitis virus (PHEV) infection in piglets, characterized with neurological symptoms, vomiting, diarrhea, and wasting, occurred in China. Coronavirus-like particles were observed in the homogenized tissue suspensions of the brain of dead piglets by electron microscopy, and a wild PHEV strain was isolated, characterized, and designated as PHEV-CC14. Histopathologic examinations of the dead piglets showed characteristics of non-suppurative enc","Li, He, Lan, Zhao, Lv, Lu, Ding, Zhang, Shi, Shan, Gao","https://doi.org/10.7717/peerj.2443","20160927","Coronavirus; Neurological symptoms; Nonsuppurative encephalitis; Phylogenetic analysis; Porcine hemagglutinating encephalomyelitis virus; Viral isolation; Vomiting","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",54
"Mood disorders and non-celiac gluten sensitivity.","The association between gluten related disorders and psychiatric diseases has been firmly demonstrated. Non-celiac gluten sensitivity (NCGS) is a syndrome diagnosed in patients responsive to gluten-free diet after ruling out celiac disease and wheat allergy. The pathogenesis of neuro-psychiatric disorders in NCGS is unclear. An association between gluten and schizophrenia was described for the first time in 1950 by Bender et al. In the 1950's, Dicke noted that gluten-free diet improved mood in c","Casella, Pozzi, Cigognetti, Bachetti, Torti, Cadei, Villanacci, Baldini, Bassotti","https://doi.org/10.23736/S1121-421X.16.02325-4","20170911","Autistic Disorder; Bipolar Disorder; Food Hypersensitivity; Glutens; Hallucinations; Humans; Mood Disorders; Schizophrenia","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",55
"Viral Macro Domains Reverse Protein ADP-Ribosylation.","ADP-ribosylation is a posttranslational protein modification in which ADP-ribose is transferred from NAD(+) to specific acceptors to regulate a wide variety of cellular processes. The macro domain is an ancient and highly evolutionarily conserved protein domain widely distributed throughout all kingdoms of life, including viruses. The human TARG1/C6orf130, MacroD1, and MacroD2 proteins can reverse ADP-ribosylation by acting on ADP-ribosylated substrates through the hydrolytic activity of their m","Li, Debing, Jankevicius, Neyts, Ahel, Coutard, Canard","https://doi.org/10.1128/JVI.00705-16","20170510","Adenosine Diphosphate Ribose; Hepatitis E virus; Humans; Hydrolysis; Polyproteins; Protein Processing, Post-Translational; Viral Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",56
"[The cutting-edge of Medicine; Will Middle East respiratory syndrome (MERS) become pandemic?].",NA,"Nakashima","https://doi.org/10.2169/naika.105.547","20160721","Coronavirus Infections; Disease Outbreaks; Humans; Pandemics; Severe Acute Respiratory Syndrome; Travel","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",57
"Bovine coronavirus in naturally and experimentally exposed calves; viral shedding and the potential for transmission.","Bovine coronavirus (BCoV) is a widely distributed pathogen, causing disease and economic losses in the cattle industry worldwide. Prevention of virus spread is impeded by a lack of basic knowledge concerning viral shedding and transmission potential in individual animals. The aims of the study were to investigate the duration and quantity of BCoV shedding in feces and nasal secretions related to clinical signs, the presence of virus in blood and tissues and to test the hypothesis that seropositi","Oma, TrÃ¥vÃ©n, Alenius, Myrmel, Stokstad","https://doi.org/10.1186/s12985-016-0555-x","20161213","BCV; BCoV; Biosecurity; Clinical signs; Experimental infection; RT-qPCR; Transmission potential; Viremia; Virus isolation; Virus quantification; Virus shedding; Animal Experimentation; Animals; Antibodies, Viral; Blood; Bodily Secretions; Cattle; Cattle Diseases; Coronavirus Infections; Coronavirus, Bovine; Disease Transmission, Infectious; Feces; Nasal Cavity; RNA, Viral; Real-Time Polymerase Chain Reaction; Virus Shedding","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",58
"Mutagenesis of S-Adenosyl-l-Methionine-Binding Residues in Coronavirus nsp14 N7-Methyltransferase Demonstrates Differing Requirements for Genome Translation and Resistance to Innate Immunity.","Eukaryotic mRNAs possess a methylated 5'-guanosine cap that is required for RNA stability, efficient translation, and protection from cell-intrinsic defenses. Many viruses use 5' caps or other mechanisms to mimic a cap structure to limit detection of viral RNAs by intracellular innate sensors and to direct efficient translation of viral proteins. The coronavirus (CoV) nonstructural protein 14 (nsp14) is a multifunctional protein with N7-methyltransferase (N7-MTase) activity. The highly conserved","Case, Ashbrook, Dermody, Denison","https://doi.org/10.1128/JVI.00542-16","20170515","Amino Acid Sequence; Animals; Antiviral Agents; Brain Neoplasms; Cells, Cultured; Coronavirus; DNA Mutational Analysis; Genome, Viral; Humans; Immunity, Innate; Immunomodulation; Interferon-beta; Mice; Mice, Inbred C57BL; Mice, Knockout; Mutagenesis; Mutation; Protein Biosynthesis; RNA, Viral; Real-Time Polymerase Chain Reaction; S-Adenosylmethionine; Sequence Homology, Amino Acid; Viral Nonstructural Proteins; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",59
"Infectious bronchitis virus and brown shell colour: Australian strains of infectious bronchitis virus affect brown eggshell colour in commercial laying hens differently.","The aim of the current study was to assess any effect of wild and vaccine Australian infectious bronchitis virus (IBV) strains on shell colour in brown-shelled eggs. In Experiment 1, eggs were collected from day 1 to day 13 post-inoculation (p.i.) from unvaccinated laying hens challenged with IBV wild strains T and N1/88 and from a negative control group of hens. In Experiment 2, eggs were collected from 2 to 22 days p.i. from unvaccinated and vaccinated laying hens challenged with either a wild","Samiullah, Roberts, Chousalkar","https://doi.org/10.1080/03079457.2016.1184744","20180207","Infectious bronchitis; L*; protoporphyrin IX; shell colour; vaccine; virus strains; Animals; Chickens; Color; Coronavirus Infections; Egg Shell; Female; Infectious bronchitis virus; Pigmentation; Poultry Diseases; Protoporphyrins; Vaccination","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",60
"[The Cutting-edge of Medicine; A recent trend of emerging infections: MERS and Avian influenza A (H7N9)].",NA,"Ishikane, Kato, Kawabata, Ito, Kanayama, Matsui, Oishi","https://doi.org/10.2169/naika.104.114","20160104","Animals; Birds; Communicable Diseases, Emerging; Coronavirus Infections; Humans; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H7N9 Subtype; Influenza in Birds; Influenza, Human","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",61
"Age-Related Susceptibility of Turkeys to Enteric Viruses.","Several different enteric viruses have been identified as the causes of gastrointestinal infections in poultry. Enteric virus infections are well characterized in poults, but limited studies have been conducted in older birds. The susceptibility of 2-, 7-, 12-, 30-, and 52-wk-old turkeys to turkey coronavirus (TCoV) and turkey astrovirus (TAstV) was evaluated, as well as the effect of combined infection of TAstV and TCoV in 2-wk-old poults and turkey hens. From cloacal swabs and intestines, TCoV","Awe, Kang, Ibrahim, Ali, Elaish, Saif, Lee","https://doi.org/10.1637/10907-071514-Reg","20151217","age; astrovirus; coronavirus; turkeys; Aging; Animals; Antibodies, Viral; Astroviridae Infections; Avastrovirus; Coronavirus, Turkey; Diarrhea; Enteritis, Transmissible, of Turkeys; Female; Turkeys","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",62
"Differential effects of viroporin inhibitors against feline infectious peritonitis virus serotypes I and II.","Feline infectious peritonitis virus (FIP virus: FIPV), a feline coronavirus of the family Coronaviridae, causes a fatal disease called FIP in wild and domestic cat species. The genome of coronaviruses encodes a hydrophobic transmembrane protein, the envelope (E) protein. The E protein possesses ion channel activity. Viral proteins with ion channel activity are collectively termed &quot;viroporins&quot;. Hexamethylene amiloride (HMA), a viroporin inhibitor, can inhibit the ion channel activity of","Takano, Nakano, Doki, Hohdatsu","https://doi.org/10.1007/s00705-015-2370-x","20150615","Amiloride; Animals; Antiviral Agents; Cats; Coronavirus, Feline; Dose-Response Relationship, Drug; Microbial Sensitivity Tests; Serogroup; Viral Envelope Proteins; Viral Load; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",63
"Knowledge and attitude of healthcare workers about Middle East Respiratory Syndrome in multispecialty hospitals of Qassim, Saudi Arabia.","With the increase in prevalence of Middle East Respiratory Syndrome (MERS), healthcare workers (HCWs) are at risk of acquiring and subsequently transmitting this lethal virus. In view of this, HCWs were evaluated for their knowledge of and attitude towards MERS in Saudi Arabia. A cross sectional study was performed in two hospitals of Qassim region in Saudi Arabia. A total of 280 healthcare workers were selected to participate in this study. Knowledge and attitude were assessed by using self-adm","Khan, Shah, Ahmad, Fatokun","https://doi.org/10.1186/1471-2458-14-1281","20150914","Adult; Coronavirus Infections; Cross-Sectional Studies; Female; Health Knowledge, Attitudes, Practice; Health Personnel; Hospitals; Humans; Infection Control; Male; Middle Aged; Saudi Arabia; Sex Factors","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",64
"Distinct CD4 T-cell effects on primary versus recall CD8 T-cell responses during viral encephalomyelitis.","CD4 T-cell help is not a universal requirement for effective primary CD8 T cells but is essential to generate memory CD8 T cells capable of recall responses. This study examined how CD4 T cells affect primary and secondary anti-viral CD8 T-cell responses within the central nervous system (CNS) during encephalomyelitis induced by sublethal gliatropic coronavirus. CD4 T-cell depletion before infection did not impair peripheral expansion, interferon-Î³ production, CNS recruitment or initial CNS eff","Hwang, Phares, Hinton, Stohlman, Bergmann, Min","https://doi.org/10.1111/imm.12378","20191120","CD4 help; CD8 T cells; central nervous system; inflammation","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",65
"Virus-specific regulatory T cells ameliorate encephalitis by repressing effector T cell functions from priming to effector stages.","Several studies have demonstrated the presence of pathogen-specific Foxp3+ CD4 regulatory T cells (Treg) in infected animals, but little is known about where and how these cells affect the effector T cell responses and whether they are more suppressive than bulk Treg populations. We recently showed the presence of both epitope M133-specific Tregs (M133 Treg) and conventional CD4 T cells (M133 Tconv) in the brains of mice with coronavirus-induced encephalitis. Here, we provide new insights into t","Zhao, Zhao, Perlman","https://doi.org/10.1371/journal.ppat.1004279","20151221","Adoptive Transfer; Animals; CD4-Positive T-Lymphocytes; Coronaviridae Infections; Disease Models, Animal; Encephalitis, Viral; Flow Cytometry; Mice; Mice, Inbred C57BL; Mice, Transgenic; T-Lymphocytes, Regulatory","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",66
"IL-27 limits central nervous system viral clearance by promoting IL-10 and enhances demyelination.","IL-27 is a pleiotropic member of the IL-6 and IL-12 cytokine family composed of the IL-27p28 and the EBV-induced gene 3. IL-27 and its receptor mRNA are both upregulated in the CNS during acute encephalomyelitis induced by the JHM strain of mouse hepatitis virus (JHMV) and sustained during viral persistence. Contributions of IL-27 to viral pathogenesis were evaluated by infection of IL-27RÎ±-chain-deficient (IL-27RÎ±(-/-)) mice. The absence of IL-27 signaling accelerated virus control within the","de Aquino, Kapil, Hinton, Phares, Puntambekar, Savarin, Bergmann, Stohlman","https://doi.org/10.4049/jimmunol.1400058","20140818","Animals; Central Nervous System; Coronavirus Infections; Demyelinating Diseases; Encephalomyelitis, Acute Disseminated; Interleukin-10; Interleukins; Mice; Mice, Knockout; Murine hepatitis virus; Signal Transduction; T-Lymphocytes, Regulatory","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",67
"Severe acute respiratory syndrome coronavirus envelope protein ion channel activity promotes virus fitness and pathogenesis.","Deletion of Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) envelope (E) gene attenuates the virus. E gene encodes a small multifunctional protein that possesses ion channel (IC) activity, an important function in virus-host interaction. To test the contribution of E protein IC activity in virus pathogenesis, two recombinant mouse-adapted SARS-CoVs, each containing one single amino acid mutation that suppressed ion conductivity, were engineered. After serial infections, mutant viruses, ","Nieto-Torres, DeDiego, VerdiÃ¡-BÃ¡guena, Jimenez-GuardeÃ±o, Regla-Nava, Fernandez-Delgado, CastaÃ±o-Rodriguez, Alcaraz, Torres, Aguilella, Enjuanes","https://doi.org/10.1371/journal.ppat.1004077","20150615","Amino Acid Sequence; Animals; Cells, Cultured; Chlorocebus aethiops; Cricetinae; Female; Host-Pathogen Interactions; Ion Channels; Mice; Mice, Inbred BALB C; Models, Molecular; Organisms, Genetically Modified; Protein Structure, Tertiary; SARS Virus; Severe Acute Respiratory Syndrome; Vero Cells; Viral Envelope Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",68
"Comparative survey of canine parvovirus, canine distemper virus and canine enteric coronavirus infection in free-ranging wolves of central Italy and south-eastern France.","Diseases likely affect large carnivore demography and can hinder conservation efforts. We considered three highly contagious viruses that infect a wide range of domestic and wild mammals: canine parvovirus type 2 (CPV-2), canine distemper virus (CDV) and canine enteric coronaviruses (CECoV). Infection by either one of these viruses can affect populations through increased mortality and/or decreased general health. We investigated infection in the wolf populations of Abruzzo, Lazio e Molise Natio","Molnar, Duchamp, MÃ¶stl, Diehl, Betschart","https://doi.org/10.1007/s10344-014-0825-0","20200331","Canis lupus; Emerging viral strain; Free-ranging dog; Host density; Infectious disease","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",69
"Role of CD25(+) CD4(+) T cells in acute and persistent coronavirus infection of the central nervous system.","The influence of CD25(+)CD4(+) regulatory T cells (Treg) on acute and chronic viral infection of the central nervous system (CNS) was examined using a glial tropic murine coronavirus. Treg in the CNS were highest during initial T cell mediated virus control, decreased and then remained relatively stable during persistence. Anti-CD25 treatment did not affect CNS recruitment of inflammatory cells. Viral control was initially delayed; however, neither the kinetics of viral control nor viral persist","de Aquino, Puntambekar, Savarin, Bergmann, Phares, Hinton, Stohlman","https://doi.org/10.1016/j.virol.2013.08.030","20140102","Acute encephalitis; Coronavirus; Demyelination; Regulatory T cells; Viral persistence; Animals; CD4 Antigens; Central Nervous System Infections; Coronavirus Infections; Female; Interleukin-2 Receptor alpha Subunit; Male; Mice, Inbred C57BL; T-Lymphocytes, Regulatory","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",70
"Proteolytic activation of the SARS-coronavirus spike protein: cutting enzymes at the cutting edge of antiviral research.","The severe acute respiratory syndrome (SARS) pandemic revealed that zoonotic transmission of animal coronaviruses (CoV) to humans poses a significant threat to public health and warrants surveillance and the development of countermeasures. The activity of host cell proteases, which cleave and activate the SARS-CoV spike (S) protein, is essential for viral infectivity and constitutes a target for intervention. However, the identities of the proteases involved have been unclear. Pioneer studies id","Simmons, Zmora, Gierer, Heurich, PÃ¶hlmann","https://doi.org/10.1016/j.antiviral.2013.09.028","20140414","Cathepsin L; MERS; Protease; SARS; Spike protein; TMPRSS2; Cathepsins; Communicable Diseases, Emerging; Coronavirus Infections; Endosomes; Humans; Lung; Membrane Proteins; Models, Biological; Peptidyl-Dipeptidase A; Proteolysis; SARS Virus; Serine Endopeptidases; Serine Proteases; Severe Acute Respiratory Syndrome; Spike Glycoprotein, Coronavirus; Virus Internalization; Virus Replication","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",71
"The occurrence of enteric viruses in Light Turkey Syndrome.","Two studies were conducted to determine the role of enteric viruses in Light Turkey Syndrome (LTS), which is characterized by lower weight in market age turkeys than their standard breed character. In the surveillance study, we selected four LTS and two non-LTS turkey flocks in Minnesota and collected faecal samples at 2, 3, 5 and 8-weeks of age. Astrovirus, rotavirus, and reovirus were detected alone or in various combinations in both LTS and non-LTS flocks. No coronavirus was detected in LTS f","Mor, Sharafeldin, Abin, Kromm, Porter, Goyal, Patnayak","https://doi.org/10.1080/03079457.2013.832145","20150420","Animals; Astroviridae Infections; Avastrovirus; Body Weight; Epidemiological Monitoring; Feces; Intestines; Minnesota; Orthoreovirus, Avian; Poultry Diseases; Prevalence; Reoviridae Infections; Rotavirus; Rotavirus Infections; Turkeys; Virus Shedding","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",72
"Expression and Purification of the scFv from hybridoma cells secreting a monoclonal antibody against S PROTEIN of PEDV.","The variable regions of the heavy chain (VH) and light chain (VL) were amplified by RT-PCR from the hybridoma 6E6, which secretes the monoclonal antibody against PEDV S protein. The VL and VH amplicons were combined using SOE-PCR by a 12 amino acid flexible linker (SSGGGGSGGGGS), which produced the scFv gene (named scFv/6E6). After sequence analysis, the scFv/6E6 gene was cloned into the prokaryotic expression vector pGEX-6p-1 with a GST-tag. The recombinant scFv/6E6 protein was successfully exp","Zhu, Guo, Feng, Sun","https://doi.org/10.1089/mab.2012.0089","20131112","Antibodies, Monoclonal; Blotting, Western; DNA Primers; Hybridomas; Isopropyl Thiogalactoside; Membrane Glycoproteins; Oligopeptides; Porcine epidemic diarrhea virus; Reverse Transcriptase Polymerase Chain Reaction; Sequence Analysis, DNA; Single-Chain Antibodies; Spike Glycoprotein, Coronavirus; Viral Envelope Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",73
"A framework for the study of zoonotic disease emergence and its drivers: spillover of bat pathogens as a case study.","Many serious emerging zoonotic infections have recently arisen from bats, including Ebola, Marburg, SARS-coronavirus, Hendra, Nipah, and a number of rabies and rabies-related viruses, consistent with the overall observation that wildlife are an important source of emerging zoonoses for the human population. Mechanisms underlying the recognized association between ecosystem health and human health remain poorly understood and responding appropriately to the ecological, social and economic conditi","Wood, Leach, Waldman, Macgregor, Fooks, Jones, Restif, Dechmann, Hayman, Baker, Peel, Kamins, Fahr, Ntiamoa-Baidu, Suu-Ire, Breiman, Epstein, Field, Cunningham","https://doi.org/10.1098/rstb.2012.0228","20130115","Animal Migration; Animals; Chiroptera; Communicable Diseases, Emerging; Disease Vectors; Ecosystem; Environmental Policy; Feeding Behavior; Global Health; Humans; Population Dynamics; RNA Viruses; Zoonoses","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",74
"Simultaneous treatment of human bronchial epithelial cells with serine and cysteine protease inhibitors prevents severe acute respiratory syndrome coronavirus entry.","The type II transmembrane protease TMPRSS2 activates the spike (S) protein of severe acute respiratory syndrome coronavirus (SARS-CoV) on the cell surface following receptor binding during viral entry into cells. In the absence of TMPRSS2, SARS-CoV achieves cell entry via an endosomal pathway in which cathepsin L may play an important role, i.e., the activation of spike protein fusogenicity. This study shows that a commercial serine protease inhibitor (camostat) partially blocked infection by SA","Kawase, Shirato, van der Hoek, Taguchi, Matsuyama","https://doi.org/10.1128/JVI.00094-12","20120809","Bronchi; Cysteine Proteinase Inhibitors; Down-Regulation; Epithelial Cells; Humans; SARS Virus; Serine Proteinase Inhibitors; Severe Acute Respiratory Syndrome; Virus Internalization","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",75
"The coronavirus endoribonuclease Nsp15 interacts with retinoblastoma tumor suppressor protein.","Coronaviruses encode an endoribonuclease, Nsp15, which has a poorly defined role in infection. Sequence analysis revealed a retinoblastoma protein-binding motif (LXCXE/D) in the majority of the Nsp15 of the severe acute respiratory syndrome coronavirus (SARS-CoV) and its orthologs in the alpha and beta coronaviruses. The endoribonuclease activity of the SARS-CoV Nsp15 (sNsp15) was stimulated by retinoblastoma protein (pRb) in vitro, and the two proteins can be coimmunoprecipitated from cellular ","Bhardwaj, Liu, Leibowitz, Kao","https://doi.org/10.1128/JVI.07012-11","20120618","Amino Acid Motifs; Amino Acid Sequence; Animals; Apoptosis; Binding Sites; Cell Line; Coronavirus Infections; Cricetinae; Endoribonucleases; Gene Expression Regulation; Humans; Mice; Models, Molecular; Murine hepatitis virus; Mutation; Protein Binding; Protein Interaction Domains and Motifs; Protein Transport; Retinoblastoma Protein; Viral Nonstructural Proteins","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",76
"The role of type-2 turkey astrovirus in poult enteritis syndrome.","An experimental study was conducted to determine the comparative pathogenicity of type-2 turkey astrovirus (TAstV-2) obtained from turkey flocks afflicted with poult enteritis syndrome (PES) and from turkey flocks displaying no apparent signs of infection. In total, ninety 7-d-old poults, which tested negative for the presence of astrovirus, rotavirus, coronavirus, and reovirus by reverse transcriptase (RT) PCR , were divided evenly into 3 groups: A, B, and C. Birds in group A were inoculated or","Mor, Abin, Costa, Durrani, Jindal, Goyal, Patnayak","https://doi.org/10.3382/ps.2011-01617","20120202","Animals; Astroviridae Infections; Avastrovirus; Enteritis; Gastrointestinal Contents; Poultry Diseases; Turkeys; Virus Shedding; Weight Gain","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",77
"Inbreeding depression increases susceptibility to bovine tuberculosis in lions: an experimental test using an inbred-outbred contrast through translocation.","Disease can dramatically influence the dynamics of endangered wildlife populations, especially when they are small and isolated, with increased risk of inbreeding. In Hluhluwe-iMfolozi Park (HiP), a small, enclosed reserve in South Africa, a large lion (Panthera leo) population arose from a small founder group in the 1960s and started showing conspicuous signs of inbreeding. To restore the health status of the HiP lion population, outbred lions were translocated into the existing population. In ","Trinkel, Cooper, Packer, Slotow","https://doi.org/10.7589/0090-3558-47.3.494","20110915","Animals; Antibodies, Viral; Disease Susceptibility; Female; Genetics, Population; Immunodeficiency Virus, Feline; Inbreeding; Lentivirus Infections; Lions; Male; Transportation; Tuberculosis","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",78
"Cutting edge: attrition of Plasmodium-specific memory CD8 T cells results in decreased protection that is rescued by booster immunization.","Sterile protection against infection with Plasmodium sporozoites requires high numbers of memory CD8 T cells. However, infections with unrelated pathogens, as may occur in areas endemic to malaria, can dramatically decrease pre-existing memory CD8 T cells. It remains unknown whether unrelated infections will compromise numbers of Plasmodium-specific memory CD8 T cells and thus limit the duration of antimalarial immunity generated by subunit vaccination. We show that P. berghei circumsporozoite-s","Schmidt, Harty","https://doi.org/10.4049/jimmunol.1003949","20110616","Animals; CD8-Positive T-Lymphocytes; Coronavirus Infections; Dendritic Cells; Immunity, Innate; Immunization, Secondary; Immunologic Memory; Listeriosis; Lymphocyte Depletion; Lymphocytic Choriomeningitis; Malaria; Malaria Vaccines; Mice; Mice, Inbred BALB C; Plasmodium berghei; Protozoan Proteins; Vaccinia","PubMed","Undecided","","","","","","","","","","","","","FALSE","2020-04-02","",79
