"title","abstract","authors","link","date","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","o1","ID","q13","subject","exclusion_reason"
"Maternal mental health in the time of the COVID-19 pandemic","With the pandemic of Coronavirus disease-19 (COVID-19) spiraling out of control, the world is desperately frazzled at the moment. A few empirical studies related to this pandemic have reported higher prevalence of mental health problems among women compared to men.<sup>1</sup> In this context, pregnant women and new mothers could certainly be more vulnerable. Are there psychological repercussions of this outbreak on maternal health? Are perinatal maternal mental health disorders an inevitable bu","Thapa, Mainali, Schwank, Acharya","https://doi.org/10.1111/aogs.13894","20200506","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",872,"False","",""
"Validation and Psychometric Evaluation of the Italian Version of the Fear of COVID-19 Scale","The advent of COVID-19 worldwide has led to consequences for people's health, both physical and psychological, such as fear and anxiety. This is the case in Italy, one of the countries most affected by the pandemic. Given the heightened fear concerning COVID-19 in Italy., the present study analyzed the psychometric properties of the Italian version of the Fear of COVID-19 Scale (FCV-19S). The sample comprised 250 Italian participants who were administered Italian versions of the FCV-19S, the Hos","Soraci, Ferrari, Abbiati, Del Fante, De Pace, Urso, Griffiths","https://doi.org/10.1007/s11469-020-00277-1","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",873,"False","COVID-19; Disease fear; Fear of COVID-19 Scale; Italian; Psychometrics",""
"Sleep disturbances among medical workers during the outbreak of COVID-2019","The outbreak of Corona Virus Disease-2019 (COVID-19) has posed unprecedented pressure and threats to healthcare workers in Wuhan and the entire country. To assess the effect of the COVID-19 outbreak on the sleep quality of healthcare workers in a children's healthcare centre in Wuhan. A cross-sectional, anonymized, self-reported questionnaire survey was conducted at the Children's Healthcare Centre of Renmin Hospital, Wuhan University, Wuhan, China. The questionnaire consisted of three parts, in","Wang, Xie, Xu, Yu, Yao, Xiang","https://doi.org/10.1093/occmed/kqaa074","20200506","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",874,"False"," COVID-19; paediatric healthcare workers; sleep disturbance",""
"The COronavirus Pandemic Epidemiology (COPE) Consortium: A Call to Action","The rapid pace of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (COVID-19) pandemic presents challenges to the real-time collection of population-scale data to inform near-term public health needs as well as future investigations. We established the COronavirus Pandemic Epidemiology (COPE) consortium to address this unprecedented crisis on behalf of the epidemiology research community. As a central component of this initiative, we have developed a COVID-19 Symptom Tracker mobi","Chan, Drew, Nguyen, Joshi, Ma, Guo, Lo, Mehta, Kwon, Sikavi, Magicheva-Gupta, Fatehi, Flynn, Leonardo, Albert, Andreotti, Beane Freeman, Balasubramanian, Brownstein, Bruinsma, Cowan, Deka, Ernst, Figueiredo, Franks, Gardner, Ghobrial, Haiman, Hall, Deming-Halverson, Kirpach, Lacey, Le Marchand, Marinac, Martinez, Milne, Murray, Nash, Palmer, Patel, Rosenberg, Sandler, Sharma, Schurman, Wilkens, Chavarro, Eliassen, Hart, Kang, Koenen, Kubzansky, Mucci, Ourselin, Rich-Edwards, Song, Stampfer, Steves, Willett, Wolf, Spector","https://doi.org/10.1158/1055-9965.EPI-20-0606","20200509","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",875,"False","",""
"Covid-19 pandemic containment: following the example of military submariners","","Bouillon-Minois, Trousselard, Dutheil","https://doi.org/10.1136/bmjmilitary-2020-001501","20200506","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",876,"False","depression &amp; mood disorders; occupational &amp; industrial medicine; preventive medicine; primary care; sleep medicine",""
"Covid-19: adverse mental health outcomes for healthcare workers","","Gold","https://doi.org/10.1136/bmj.m1815","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",877,"False","Betacoronavirus; Coronavirus Infections; Disease Outbreaks; Health Personnel; Humans; Mental Health; Pandemics; Pneumonia, Viral",""
"Ethical dilemmas faced by health care workers during COVID-19 pandemic: Issues, implications and suggestions","","Menon, Padhy","https://doi.org/10.1016/j.ajp.2020.102116","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",878,"False","COVID-19; Coronavirus; Health personnel; Mental health; Psychiatry",""
"Mental health care for pregnant women in the COVID-19 outbreak is urgently needed","","Zeng, Chen, Yang, Zeng, Zhang, Peng","https://doi.org/10.1016/j.wombi.2020.03.009","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",879,"False","",""
"[Health professionals facing the coronavirus disease 2019 (COVID-19) pandemic: What are the mental health risks?]","The coronavirus disease 2019 (COVID-19) pandemic has caused major sanitary crisis worldwide. Half of the world has been placed in quarantine. In France, this large-scale health crisis urgently triggered the restructuring and reorganization of health service delivery to support emergency services, medical intensive care units and continuing care units. Health professionals mobilized all their resources to provide emergency aid in a general climate of uncertainty. Concerns about the mental health,","El-Hage, Hingray, Lemogne, Yrondi, Brunault, Bienvenu, Etain, Paquet, Gohier, Bennabi, Birmes, Sauvaget, Fakra, Prieto, Bulteau, Vidailhet, Camus, Leboyer, Krebs, Aouizerate","https://doi.org/10.1016/j.encep.2020.04.008","20200508","PubMed","Exclude","RW","Other","Commentary on literature","","","","","","","","","","FALSE","2020-05-11","Exclude","",880,"False","Anxiety; AnxiÃƒÂ©tÃƒÂ©; COVID-19; Depression; DÃƒÂ©pression; Health personnel; Mental health; Post-traumatic stress disorder; Professionnels de santÃƒÂ©; SantÃƒÂ© mentale; Trouble de stress post-traumatique","Suicide / self-harm not addressed"
"COVID-19 pandemic as a watershed moment: A call for systematic psychological health care for frontline medical staff","The COVID-19 pandemic is producing a huge health care burden with millions of cases and thousands of deaths. The coronavirus' high virulence and contagiousness and the frequent sudden onset of illness is overwhelming critical care and frontline healthcare staff. Frontline professionals are exposed to unprecedented levels of intensive existential threat requiring systematic, specialized psychological intervention and support. New psychological services need to be urgently implemented to manage th","Zaka, Shamloo, Fiorente, Tafuri","https://doi.org/10.1177/1359105320925148","20200506","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",881,"False","COVID-19 outbreak; health care workers; mental health; psychological support; stress",""
"A Nationwide Survey of Psychological Distress among Italian People during the COVID-19 Pandemic: Immediate Psychological Responses and Associated Factors","The uncontrolled spread of the coronavirus disease 2019 (COVID-19) has called for unprecedented measures, to the extent that the Italian government has imposed a quarantine on the entire country. Quarantine has a huge impact and can cause considerable psychological strain. The present study aims to establish the prevalence of psychiatric symptoms and identify risk and protective factors for psychological distress in the general population. An online survey was administered from 18-22 March 2020 ","Mazza, Ricci, Biondi, Colasanti, Ferracuti, Napoli, Roma","https://doi.org/10.3390/ijerph17093165","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",882,"False","COVID-19; anxiety; depression; mental health intervention; pandemic; quarantine; stress",""
"Moral outrage in COVID19- Understandable but not a strategy","SARS-CoV-2, the virus that causes COVID-19, has likely changed the worldview of healthcare - at least for a generation. The unprecedented impact of COVID-19 has generated feelings of fear, grief and helplessness for people around the world and for many health professionals these emotions are particularly accentuated. Facing uncertainty, surrounded by death and suffering has led many health professionals to experience moral distress, particularly because of the feeling of being unable to meet the","Davidson, Padula, Daly, Jackson","https://doi.org/10.1111/jocn.15318","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",883,"False","",""
"COVID-19 Hangover: A Rising Tide of Alcohol Use Disorder and Alcohol-Associated Liver Disease","The coronavirus disease 2019 (COVID-19) pandemic has had a tremendous global impact since it began in November of 2019. However, there are concerns that the COVID-19 pandemic will not affect all equally and some populations will be particularly vulnerable. Relevant to liver disease, patients with alcohol use disorder (AUD) and alcohol-associated liver disease (ALD) may be amongst the populations that are the most severely impacted. The reasons for this include being at a higher risk of severe CO","Da, Im, Schiano","https://doi.org/10.1002/hep.31307","20200509","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",884,"False","COVID-19; alcohol use disorder; alcohol-associated liver disease; liver transplantation; relapse",""
"Epidemiology of and Risk Factors for Coronavirus Infection in Health Care Workers: A Living Rapid Review","Health care workers (HCWs) are at risk for severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) infection. To examine the burden of SARS-CoV-2, SARS-CoV-1, and Middle Eastern respiratory syndrome (MERS)-CoV on HCWs and risk factors for infection, using rapid and living review methods. Multiple electronic databases including the WHO Database of Publications on Coronavirus Disease and medRxiv preprint server (2003 through 27 March 2020, with ongoing surveillance through 24 April 2020), and","Chou, Dana, Buckley, Selph, Fu, Totten","https://doi.org/10.7326/M20-1632","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",885,"False","",""
"Considerations for Postacute Rehabilitation for Survivors of COVID-19","Coronavirus disease (COVID-19), the infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was first reported on December 31, 2019. Because it has only been studied for just over three months, our understanding of this disease is still incomplete, particularly regarding its sequelae and long-term outcomes. Moreover, very little has been written about the rehabilitation needs of patients with COVID-19 after discharge from acute care. The objective of this report is to a","Sheehy","https://doi.org/10.2196/19462","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",886,"False","covid-19; geriatric; infectious disease; inpatient rehabilitation; patient outcome; public health; recovery; rehabilitation; subacute care; treatment; virus",""
"&quot;The Impact of Social Media on Hyped Panic during the COVID-19 Pandemic: The Iraqi Kurdistan Case'&quot;","In the recent three months of 2020, a lot of information and news reports about the COVID-19 has been published and shared on social media and social networking sites. and it is being called the first true social-media 'infodemic'&quot;. Therefore, the few published scientific resources in the social media 'infodemic' spreads panic and affect the mental health of followers of social media users. This study aimed to find out the effects of social media on spreading panic of COVID-19, and its impa","Ahmad, Murad, R Gardner","https://doi.org/10.2196/19556","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",887,"False","",""
"Mental Health &amp; COVID-19: is the virus racist?","","Kapilashrami, Bhui","https://doi.org/10.1192/bjp.2020.93","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",888,"False","",""
"ACE2, COVID-19, and ACE Inhibitor and ARB Use during the Pandemic: The Pediatric Perspective","Potential but unconfirmed risk factors for coronavirus disease 2019 in adults and children may include hypertension, cardiovascular disease, and chronic kidney disease, as well as the medications commonly prescribed for these conditions, angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers. Coronavirus binding to angiotensin-converting enzyme 2, a crucial component of the renin-angiotensin-aldosterone system, underlies much of this concern. Children are uniquely impacted","South, Brady, Flynn","https://doi.org/10.1161/HYPERTENSIONAHA.120.15291","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",889,"False","Angiotensin-(1-7); Cardiovascular disease; Chronic kidney disease; Coronavirus; SARS-CoV-2",""
"COVID-19 mental-health responses neglect social realities","","Burgess","https://doi.org/10.1038/d41586-020-01313-9","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",890,"False","Policy; Society",""
"Psychological impact on women health workers involved in COVID-19 outbreak in Wuhan: a cross-sectional study","","Li, Miao, Wang, Xu, Sun, Fan, Zhang, Zhu, Zhu, Wang","https://doi.org/10.1136/jnnp-2020-323134","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",891,"False","depression; stress",""
"Mental health, risk factors, and social media use during the COVID-19 epidemic and cordon sanitaire among the community and health professionals in Wuhan, China","The mental health consequences of the COVID-19 pandemic, community-wide interventions, and social media use during a pandemic are unclear. The first and most draconian interventions have been implemented in Wuhan, China, and these countermeasures have been increasingly deployed by countries around the world. We examined risk factors, including the use of social media use, for probable anxiety and depression in the community and health professionals in the epicentre, Wuhan, China. We conducted an","Ni, Yang, Leung, Li, Yao, Wang, Leung, Cowling, Liao","https://doi.org/10.2196/19009","20200504","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",892,"False","",""
"Implementing a Protocol to Assess Real-Time Mental Health Challenges of COVID-19 in Individuals with Serious Mental Illnesses","The outbreak of coronavirus disease 2019 (COVID-19) has caused significant stress and mental health problems among the general public. However, persons at greatest risk for poor mental health outcomes, such as persons with serious mental illness, have been largely overlooked. To examine the mental health impact of COVID-19 and social distancing behaviors among persons with serious mental illness and the behaviors taken to prevent COVID-19 infection. Participants will include individuals with ser","Moore, Depp, Harvey, Pinkham","https://doi.org/10.2196/19203","20200504","PubMed","Exclude","RW","Other","Protocol for interview-based study","","","","","","","","","","FALSE","2020-05-11","Exclude","",893,"False","","Suicide / self-harm not addressed"
"Are COVID-19 survivors at increased risk for suicide?","","Sher","https://doi.org/10.1017/neu.2020.21","20200504","PubMed","Exclude","RW","Other","Letter to editor - no original data presented","","","","","No new findings presented. Could be worth citing in the 'Background' section of a paper as it's published in a leading journal.","","","","","FALSE","2020-05-11","Exclude","",894,"TRUE","COVID-19; depression; posttraumatic stress disorder; suicide","No original data presented"
"The Impact of Covid-19 Pandemic on Elderly Mental Health","","Banerjee","https://doi.org/10.1002/gps.5320","20200504","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",895,"False","COVID-19; elderly; mental health; pandemic",""
"An e-mental health intervention to support burdened people in times of the COVID-19 pandemic: CoPE It","The outbreak of the novel SARS CoV-2-virus (COVID-19) is pushing national and international healthcare systems to their limits. The aspect of mental health issues, which has been neglected (so far) in times of social isolation and governmental restrictions, now demands innovative and situation-based approaches to support psychological burdened people. The developed e-mental health intervention 'CoPE It' offers manualized, evidence-based psychotherapeutic/psychological support to overcome psychol","BÃƒÂ¤uerle, Graf, Jansen, DÃƒÂ¶rrie, Junne, Teufel, Skoda","https://doi.org/10.1093/pubmed/fdaa058","20200504","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",896,"False","",""
"Challenges for mental health services during the 2020 Covid-19 outbreak in Germany","","Thome, Coogan, Fischer, Tucha, Faltraco","https://doi.org/10.1111/pcn.13019","20200504","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",897,"False","",""
"Mitigating mental health consequences during the COVID-19 outbreak: Lessons from China","","Yao, Chen, Zhao, Qiu, Koenen, Stewart, Mellor, Xu","https://doi.org/10.1111/pcn.13018","20200504","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",898,"False","",""
"Mental healthcare for psychiatric inpatients during the COVID-19 epidemic","During this 2019 coronavirus disease (COVID-19) pneumonia epidemic, some experts have expressed concern for the mental healthcare of different types of population groups. However, hospitalised patients with severe mental illness are seemingly overlooked. Psychiatric patients are still a vulnerable group who need to obtain more attention and respect, particularly during the COVID-19 outbreak in China. In this commentary, we briefly introduce the situation of hospitalized patients with severe ment","Li, Zhang","https://doi.org/10.1136/gpsych-2020-100216","20200507","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",899,"False","mental health services; psychiatry; schizophrenia",""
"COVID-19 and Depression","The COVID-19 pandemic embodies overwhelming stresses-unemployment, death, and isolation, among others. When called upon, clinicians must try to sort out demoralization from depression. This commentary discerns the characteristics of demoralization versus depression, and suggests solutions for both, together with a cautionary word on the use chloroquine and hydroxychloroquine in patients with COVID-19.","Shader","https://doi.org/10.1016/j.clinthera.2020.04.010","20200506","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",900,"False","COVID-19; Chloroquine; Demoralization; Depression; Hydroxychloroquine",""
"Suicide in the Time of COVID-19: A Perfect Storm","","Brown, Schuman","https://doi.org/10.1111/jrh.12458","20200503","PubMed","Exclude","RW","Other","Commentary on literature","US rural settings","","","","","","","","","FALSE","2020-05-11","Exclude","",901,"False","COVID-19; I3 model; coronavirus pandemic; perfect storm theory; suicide","No original data presented"
"Mental health framework: coronavirus pandemic in post-Katrina New Orleans","The United Nations Office of Disaster Risk Reduction defines disaster risk as the &quot;likelihood of loss of life, injury or destruction and damage from a disaster in a given period, and a product of the complex interactions that generate conditions of exposure, vulnerability and hazard&quot;. Racial and ethnic minorities in the United States have been shown to have increased vulnerability and risk to disasters due to links between racism, vulnerability, and economic power, based on disadvantag","Shervington, Richardson","https://doi.org/10.5249/jivr.v12i2.1538","20200503","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",902,"False","",""
"Chinese mental health burden during the COVID-19 pandemic","We aimed to assess the Chinese mental health burden during the COVID-19 pandemic. Data were collected from 7,236 participants assessed with anxiety disorders, depressive symptoms, and poor sleep . The overall prevalence of anxiety disorders, depressive symptoms, sleep quality were 35.1%, 20.1%, 18.2%, respectively. Younger people reported a higher prevalence of anxiety disorders and depressive symptoms than older people (P &lt; 0.001). Compared with other occupation, healthcare workers have the ","Huang, Zhao","https://doi.org/10.1016/j.ajp.2020.102052","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",903,"False","Anxiety; Corona virus disease 2019; Depressive symptoms; Mental health; Sleep",""
"Mitigating the Psychological Impact of COVID-19 on Healthcare Workers: A Digital Learning Package","The coronavirus pandemic (COVID-19) will undoubtedly have psychological impacts for healthcare workers, which could be sustained; frontline workers will be particularly at risk. Actions are needed to mitigate the impacts of COVID-19 on mental health by protecting and promoting the psychological wellbeing of healthcare workers during and after the outbreak. We developed and evaluated a digital learning package using Agile methodology within the first three weeks of UK outbreak. This e-package inc","Blake, Bermingham, Johnson, Tabner","https://doi.org/10.3390/ijerph17092997","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",904,"False","COVID-19; coronavirus; digital; e-learning; mental health; pandemic; wellbeing; Adaptation, Psychological; Anxiety; Betacoronavirus; Burnout, Professional; Coronavirus; Coronavirus Infections; Delivery of Health Care; Depression; Disease Outbreaks; Health Personnel; Humans; Mental Health; Pandemics; Pneumonia, Viral; Stress, Psychological",""
"A crisis within the crisis: The mental health situation of refugees in the world during the 2019 coronavirus (2019-nCoV) outbreak","68.5 million people around the world have been forced to leave their houses. Refugees have mainly to face their adaption in a host country, which involves bureaucracy, different culture, poverty, and racism. The already fragile situation of refugees becomes worrying and challenged in the face of the new coronavirus (COVID-19) epidemic. Therefore, we aimed to describe the factors that can worsen the mental health of refugees. The studies were identified in well-known international journals found ","JÃƒÂºnior, de Sales, Moreira, Pinheiro, Lima, Neto","https://doi.org/10.1016/j.psychres.2020.113000","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",905,"False","Coronavirus infection; Mental health; Refugees",""
"How much &quot;Thinking&quot; about COVID-19 is clinically dysfunctional?","","Lee","https://doi.org/10.1016/j.bbi.2020.04.067","20200505","PubMed","Exclude","RW","Other","Commentary - not at all relevant","","","","","","","","","","TRUE","2020-05-11","Exclude","",906,"False","Cognition; Coronavirus; Mental health; Obsession with COVID-19 scale","Suicide / self-harm not addressed"
"How about actively using telemedicine during the COVID-19 pandemic?","","Hau, Kim, Hur, Chang","https://doi.org/10.1007/s10916-020-01580-z","20200505","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",907,"False","Coronavirus disease; Geriatric population; Infection; Mental health; Telemedicine; Coronavirus Infections; Geriatrics; Humans; Mental Disorders; Pandemics; Pneumonia, Viral; Psychiatry; Telemedicine",""
"PTSD as the second tsunami of the SARS-Cov-2 pandemic","Since the first cases, the coronavirus disease (COVID-19) rapidly spread around the world, with hundred-thousand cases and thousands of deaths. Post-traumatic stress disorder (PTSD) is a common consequence of major disasters. Exceptional epidemic situations also promoted PTSD in the past. Considering that humanity is undergoing the most severe pandemic since Spanish Influenza, the actual pandemic of COVID-19 is very likely to promote PTSD. Moreover, COVID-19 was renamed severe acute respiratory ","Dutheil, Mondillon, Navel","https://doi.org/10.1017/S0033291720001336","20200507","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",908,"False","",""
"Coronavirus Disease 2019 Pandemic: Health System and Community Response to a Text Message (Text4Hope) Program Supporting Mental Health in Alberta","In an effort to support the mental health of Albertans during the coronavirus disease 2019 (COVID-19) pandemic, Alberta Health Services launched a supportive text message (Text4Mood) program on March 23, 2020. The program was simultaneously approved for funding by the 6 regional health foundations and launched within 1 week of conception. Residents of Alberta can subscribe to the program by texting &quot;COVID19HOPE&quot; to a sort code number. Each subscriber receives free daily supportive text","Agyapong","https://doi.org/10.1017/dmp.2020.114","20200507","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",909,"False","Alberta; COVID19; Text4Hope; support; text messages",""
"Addressing mental health care for the bereaved during the COVID-19 pandemic","","Sun, Bao, Lu","https://doi.org/10.1111/pcn.13008","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",910,"False","",""
"Coronavirus disease: challenges for psychiatry","Coronavirus disease (COVID-19) presents two urgent health problems: the illness caused by the virus itself and the anxiety, panic and psychological problems associated with the pandemic. Both problems present substantial challenges for our patients, their families, our multidisciplinary teams and our psychiatrist colleagues. We need good psychiatry, now more than ever.","Kelly","https://doi.org/10.1192/bjp.2020.86","20200509","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",911,"False","COVID-19; coronavirus; emergency psychiatry; low- and middle-income countries; mental health service",""
"Clinician Wellness During the COVID-19 Pandemic: Extraordinary Times and Unusual Challenges for the Allergist/Immunologist","The global spread of coronavirus disease 2019 (COVID-19) has caused sudden and dramatic societal changes. The allergy/immunology community has quickly responded by mobilizing practice adjustments and embracing new paradigms of care to protect patients and staff from severe acute respiratory syndrome coronavirus 2 exposure. Social distancing is key to slowing contagion but adds to complexity of care and increases isolation and anxiety. Uncertainty exists across a new COVID-19 reality, and clinici","Bansal, Bingemann, Greenhawt, Mosnaim, Nanda, Oppenheimer, Sharma, Stukus, Shaker","https://doi.org/10.1016/j.jaip.2020.04.001","20200421","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",912,"False","Burnout; COVID-19; Depression; Grief; Mindfulness; Pandemic; Physician wellness; SARS-CoV-2; Social distancing; Wellness",""
"A global needs assessment in times of a global crisis: world psychiatry response to the COVID-19 pandemic","The COVID-19 pandemic has stunned the global community with marked social and psychological ramifications. There are key challenges for psychiatry that require urgent attention to ensure mental health well-being for all - COVID-19-positive patients, healthcare professionals, first responders, people with psychiatric disorders and the general population. This editorial outlines some of these challenges and research questions, and serves as a preliminary framework of what needs to be addressed. Me","Kaufman, Petkova, Bhui, Schulze","https://doi.org/10.1192/bjo.2020.25","20200508","PubMed","Exclude","","","","","","","","","","","","","False","2020-05-11","","",913,"False","COVID-19; education; healthcare policy; infectious outbreaks; medical disaster; mental health; psychiatric guidelines; psychiatric organisations; stigma; vulnerable populations",""
"Justification of the Proposed Paradigm Shift","This chapter goes into the benefits of the proposed perspective and approach. Arguments from various disciplines are offered to show the impact of a holistic perspective, for the individual, the community he/she lives in, and wider Society. A summary of evidence is drawn from the perspective of psychology and mental health, from biology, personal leadership and self-development, from evolutionary theories, from sociological argumentation, and from an economic viewpoint.","Walther, Cornelia C.","https://www.doi.org/10.1007/978-3-030-42610-1_5","20200228","PMC","Exclude","","","","","","","","","","","","","False","2020-05-11","","",914,"False","",""
"Phenotyping for drought resistance in bread wheat using physiological and biochemical traits","Abstract Drought is one of the most prominent limiting factors that negatively affect crop productivity by manipulating its physiological pathway. One hundred twenty diverse bread wheat genotypes were used in a pot experiment to explore the relationship among their fifteen physio-biochemical traits (PBT) by using multivariate analysis, heatmapping and stress tolerance index (STI) for grain yield as a marker trait to identify high yielding genotype with maximum stress tolerance capability. Increased proline and sugar accumulation were observed from control to moisture deficient environments by 159% and 122%, respectively. Moreover, leaf membrane stability index (LMSI), leaf relative water content (LRWC), relative dry weight (RDW), chlorophyll content, leaf surface area (LSA), Leaf succulence (LS), canopy temperature depression (CTD), relative excised leaf water loss (RELWL) and leaf osmotic potential (LOP) showed significantly decreasing trend in drought stress treatment as compared to well-watered plants by -21%, -21%, -34%, -22%, -38%, -37%, -46%, -18% and -35% respectively. Additionally, principal component analysis and genotype by trait biplot analysis showed that initial 7 principal components (PC1 to PC7) represented 77.27% and 79.02% of total cumulative variation under control and drought stress respectively. Genotypic-Phenotypic correlation revealed that most of the attributes were higher in case of genotypic correlation component (rg) as compared to the phenotypic correlation component (rp) indicating more genetic association between traits. The darker and lighter colour scale produced by heatmap exhibited contrasting nature of genotypes, as positive side with higher values represented drought resistance while values on the negative side with lower values showed susceptible performance of genotypes. Our results concluded that the studied PBT associated with STI for grain yield are the main factors which may contribute in improved productivity of wheat crop and if these traits show appropriate performance under stress condition the crop will show the more productive returns under changing climate.","Ahmed, Kashif; Shabbir, Ghulam; Ahmed, Mukhtar; Shah, Kausar Nawaz","https://www.doi.org/10.1016/j.scitotenv.2020.139082","20200429","Elsevier","Exclude","","","","","","","","","","","","","False","2020-05-11","","",915,"False","",""
"Unhappiness and Age","Abstract I examine the relationship between unhappiness and age using data from eight well-being data files on nearly fourteen million respondents across forty European countries and the United States and 168 countries from the Gallup World Poll. I use twenty different individual characterizations of unhappiness including many not good mental health days; anxiety; worry; loneliness; sadness; stress; pain; strain, depression and bad nerves; phobias and panic; being downhearted; having restless sleep; losing confidence in oneself; not being able to overcome difficulties; being under strain; being unhappy; feeling a failure; feeling left out; feeling tense; and thinking of yourself as a worthless person. I also analyze responses to a further general attitudinal measure regarding whether the situation in the respondent's country is getting worse. Responses to all these unhappiness questions show a, ceteris paribus, hill shape in age, with controls and many also do so with limited controls for time and country. Unhappiness is hill-shaped in age and the average age where the maximum occurs is 49 with or without controls. There is an unhappiness curve.","Blanchflower, David G.","https://www.doi.org/10.1016/j.jebo.2020.04.022","20200429","Elsevier","Exclude","","","","","","","","","","","","","False","2020-05-11","","",916,"False","",""
"LA PSIQUIATRÃA EN LAS SECUELAS DE COVID-19","Resumen La pandemia por Covid-19 ha obligado a modificar sustancialmente la forma de trabajar de los profesionales de la salud mental y puede tener un impacto diferido sobre los pacientes. La PsiquiatrÃ­a post-Covid-19 pondrÃ¡ en valor la especialidad como parte de la medicina, los aspectos psicolÃ³gicos de la prÃ¡ctica mÃ©dica, la psiquiatrÃ­a de enlace e interconsulta hospitalaria, la atenciÃ³n domiciliaria, y la atenciÃ³n ambulatoria virtual o telemÃ¡tica. Las consecuencias del confinamiento poblacional, el duelo por las muertes solitarias, y el impacto de la crisis sanitaria sobre los profesionales de la salud mental, desde los dispositivos hospitalarios hasta los comunitarios, de rehabilitaciÃ³n, y la atenciÃ³n primaria, centrarÃ¡n nuestros esfuerzos durante el desescalado y el medio plazo. Es previsible un aumento de la demanda de atenciÃ³n psiquiÃ¡trica a medio y largo plazo y un impacto en la docencia e investigaciÃ³n en salud mental. Abstract The COVID-19 pandemic has forced mental health professionals to substantially change the way they work and may have a delayed impact on patients. The aftermath of COVID-19 will shine a light on certain aspects of psychiatry addressed in this article: psychiatry as a medical specialty, the psychological aspects of medical practice, liaison and consultative psychiatry, home hospitalization, and virtual or telemedicine outpatient care. The consequences of population lockdown, complicated grief over solitary deaths, and the impact of the health crisis on mental health professionals â€“ from hospitals to community services, rehabilitation facilities, and primary care â€“ will be the focus of our efforts during the period of lockdown easing and in the medium term. There will be a foreseeable increase in demand for psychiatric care in the medium and long term along with an impact on mental health education and research.","Vieta, Eduard; PÃ©rez, VÃ­ctor; Arango, Celso","https://www.doi.org/10.1016/j.rpsm.2020.04.004","20200423","Elsevier","Exclude","","","","","","","","","","","","","False","2020-05-11","","",917,"False","",""
