"title","abstract","authors","link","date","source","initial_decision","q0","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","extraction_date","expert_decision","o1","ID","q13","subject","exclusion_reason"
"Addiction telemedicine comes into its own with COVID-19","Telepsychiatry, telemental health, telepsychology, teletherapy ? whatever you call it, it is now required in the era of the COVID-19 pandemic. ?We should be doing it immediately; the more, the better,? said Robert Caudill, M.D., a member of the American Psychiatric Association's Committee on Telepsychiatry. ?It's exploded in the past week, obviously,? he told ADAW in a Zoom interview on March 23. But he thinks it should be the norm.","Knopf, Alison","https://doi.org/10.1002/adaw.32673","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",200,"FALSE"," Opinion piece; Epidemiology",""
"Mental Health Strategies to Combat the Psychological Impact of COVID-19 Beyond Paranoia and Panic","","Ho, Cyrus Sh; Chee, Cornelia Yi; Ho, Roger Cm","https://www.google.com/search?q=Mental+Health+Strategies+to+Combat+the+Psychological+Impact+of+COVID-19+Beyond+Paranoia+and+Panic","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",202,"FALSE","Clinical aspects, diagnosis, treatment",""
"The network investigation on knowledge, attitude and practice about Novel coronavirus pneumonia of the residents in Anhui Province","Objective: To analyze the current situation of the knowledge, attitudes and practice about Novelcoronavirus pneumonia (NCP) of the residents in Anhui Province. Methods: Anonymous network sampling survey was carried out with an electronic questionnaire that designed by the questionnaire star, and a total of 4016 subjects from Anhui province were investigated. The content of the survey includes that the basic information of subjects,the residents' knowledge, attitudes and practice about NCP, as well as their satisfaction with the prevention and control measures adopted by the government and health authorities and the suggestions on future prevention. The questionnaire doesn't involve any privacy information, and all questions were mandatory to ensure the response rate. Results: The M (P(25), P(75)) age the 4016 subjects was 21 (19, 24), and the ranging from 7 to 80 years old. The number of males was1431(35.6%). Social networking tools such as WeChat and QQ were the main sources of epidemic information for residents (97.8%, 3 929 respondents). Residents have a high awareness rate of the main symptoms, transmission routes, using of masks, hand washing and treatment information of NCP, while a low awareness rate of the atypical symptoms. 92.6% of the subjects (n=3 720) think that the outbreak was scary. In terms of psychological behavior scores, the results showed that female (9.38±4.81), the urban (9.37±5.02) and the medical workers (10.79±5.19) had a poorer mental health than the male (8.45±5.00) , the rural (8.71±4.75) and the non-medical workers (the students: 8.85±4.83; public institude workers: 9.02±5.08; others: 8.97±5.39) (P < 0.05). 71.9% of the residents (n=2 887)were satisfied with the local epidemic control measures. The residents took various of the measures to prevent and control the epidemic. The ratio of residents that could achieve ""no gathering and less going out"" , ""wear masks when going out"" and ""do not go to crowded and closed places"" was up to 97.4% (n=3 913), 93.6% (n=3758) and 91.5% (n=3 673) respectively. Conclusion: The residents in Anhui province have a good KAP about NCP, yet it is necessary to strengthen the community publicity, the mental health maintenance of residents and students' health education.","Chen, Y.; Jin, Y. L.; Zhu, L. J.; Fang, Z. M.; Wu, N.; Du, M. X.; Jiang, M. M.; Wang, J.; Yao, Y. S.","https://doi.org/10.3760/cma.j.issn.0253-9624.2020.0004","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",228,"FALSE","Clinical aspects, diagnosis, treatment; Epidemiology; Ethics, social science, economics; Infection prevention and control",""
"Management-supportive measures for managers of healthcare organization during the COVID-19 epidemic.","Contagious or infectious diseases are one of the major causes of death.(1) Epidemics are a serious threat to public health and a global challenge (2)and management the of these epidemics is very difficult. In these conditions, economic, social and health factors of the country are of great worry, therefore, healthcare managers must properly manage and support health care centers (3)and use management-supportive measures for the organization and staff to provide best healthcare services. Presenti","Dehnavieh, Kalavani","https://doi.org/10.1017/ice.2020.108","20200406","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",241,"FALSE",NA,""
"Rapid Scale-Up of Telehealth during the COVID-19 Pandemic and Implications for Subspecialty Care in Rural Areas.",NA,"Nagata","https://doi.org/10.1111/jrh.12433","20200404","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",245,"FALSE","COVID-19; medical subspecialties; mental health; telehealth; telemedicine",""
"Mental Health Strategies to Combat the Psychological Impact of COVID-19 Beyond Paranoia and Panic.",NA,"Ho, Chee, Ho","https://www.google.com/search?q=Mental+Health+Strategies+to+Combat+the+Psychological+Impact+of+COVID-19+Beyond+Paranoia+and+Panic.","20200324","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-08","","",266,"FALSE","Adaptation, Psychological; Communication; Coronavirus Infections; Epidemics; Fear; Health Personnel; Humans; Mental Health; Mental Health Services; Panic; Pneumonia, Viral; Risk Assessment",""
"First COVID-19 suicide case in Bangladesh due to fear of COVID-19 and xenophobia: Possible suicide prevention strategies.",NA,"Mamun, Griffiths","https://doi.org/10.1016/j.ajp.2020.102073","20200412","PubMed","Include","AJ","Other","Case study","Bangladesh","Single case study ","","","Single case study of a 36 year old man returning from Dhka with symptoms experiencing stigma, prejudice and isolation from his village and  hanging . Discuss xenophobia and his wanting to protect his village as motives. Negative for Covid-19 at PMhimself. ","","one case study ","Limited since one case study but call for study to quantify levels of fear, worry and helplessness and to develop targeted well being strategies incl. for those who live in villages","Implications stigma of Covid-19 in LMIC ","TRUE","2020-04-13","Include","",331,"FALSE",NA,""
"COVID-19, Mental Health and Aging: A Need for New Knowledge to Bridge Science and Service.",NA,"Vahia, Blazer, Smith, Karp, Steffens, Forester, Tampi, Agronin, Jeste, Reynolds","https://doi.org/10.1016/j.jagp.2020.03.007","20200412","PubMed","Exclude","AJ","Other","Editorial","","","","","MH and Covid-19, nil re suicide","","","","","FALSE","2020-04-13","Exclude","",333,"FALSE","COVID-19; aging; geriatrics; psychiatry",""
"Remote consultations in the era of COVID-19 pandemic: Preliminary experience in a regional Australian public acute mental health care setting.","In the wake of the recent pandemic of Corona Virus Disease 2019 (COVID-19), with confirmed cases having crossed 750,000, health systems across the world are getting overwhelmed; making it strenuous to maintain essential health services. Several changes were implemented in our acute mental health care service using a collaborative approach to maintain a balance between preventive measures to 'flatten the curve' and to provide care to those who were in need. Mode of service delivery was changed pr","Kavoor, Chakravarthy, John","https://doi.org/10.1016/j.ajp.2020.102074","20200415","PubMed","Include","AJ","Case series","","Australia","The Acute Care Team (ACT) in regional public mental health service caters to a population of about 80,000. It is the primary public referral mental health service and point of access for people requiring acute mental health care in the region in business hours and for a larger health service catchment area of 110,000 square kilometers with a population of around 235,000 in the after-hours settings. ","","","Few of the referrals that came through were related to fear of contracting the infection, suicidality and mental health issues secondary to job loss in context of the pandemic, which has been recently envisaged by authors. However, the average number of patients ‘open’ to the service at one time has not increased or decreased significantly.","","no empirical evidence presented just impressions","Limited because of lack of empirical evidence","","TRUE","2020-04-16","Include","",337,"FALSE","Acute Mental Health Care during COVID-19; COVID-19; COVID-19 response; Corona Virus; Psychiatry; Telepsychiatry",""
"Covid-19, Coronavirus and Mental Health Rehabilitation at Times of Crisis.",NA,"Chaturvedi","https://doi.org/10.1007/s40737-020-00162-z","20200415","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",341,"FALSE",NA,""
"&quot;We're staying at home&quot;. Association of self-perceptions of aging, personal and family resources and loneliness with psychological distress during the lock-down period of COVID-19.","Families are going through a very stressful time because of the COVID-19 outbreak, with age being a risk factor for this illness. Negative self-perceptions of aging, among other personal and relational variables may be associated with loneliness and distress caused by the pandemic crisis. Participants are 1310 Spanish people (age range: 18-88 years) during a lock-down period at home. In addition to specific questions about risk for COVID-19, self-perceptions of aging, family and personal resourc","Losada-Baltar, JimÃ©nez-Gonzalo, Gallego-Alberto, Pedroso-Chaparro, Fernandes-Pires, MÃ¡rquez-GonzÃ¡lez","https://doi.org/10.1093/geronb/gbaa048","20200413","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",358,"FALSE","coping; crisis; depression; expressed emotion; self-efficacy",""
"Chapter 30 The National Bioforensic Analysis Center","Abstract The National Bioforensic Analysis Center has been central to the nation's biodefense strategy since its inception in 2004 and provides ISO 17025 accredited bioforensic capabilities at BSL-0 through BSL-4 for the FBI and other federal partners. NBFAC is continually expanding to maintain cutting edge capabilities in the face of expanding threat landscapes and rapidly evolving technology, and it works with partners in academia, industry, and government to ensure that federal bioterror/biocrime investigations have the best possible scientific support.","Burans, James; Goodrich, Jennifer S.; Bull, Robert L.; Bergman, Nicholas H.","https://www.doi.org/10.1016/b978-0-12-815379-6.00030-1","20201231","Elsevier","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",368,"FALSE",NA,""
"Issues relevant to mental health promotion in frontline health care providers managing quarantined/isolated COVID19 patients","","Mohindra, Ritin; R, Ravaki; Suri, Vikas; Bhalla, Ashsish; Singh, Shubh Mohan","https://www.doi.org/10.1016/j.ajp.2020.102084","20200407","Elsevier","Exclude","","","","","","","","","","","","","FALSE","2020-04-16","","",373,"FALSE",NA,""
"<U+8B77><U+7406><U+4EBA><U+54E1><U+7167><U+8B77><U+65B0><U+578B><U+51A0><U+72C0><U+75C5><U+6BD2><U+611F><U+67D3><U+75C5><U+60A3><U+5FC3><U+9748><U+8A18><U+4E8B>-<U+67D0><U+4E2D><U+53F0><U+7063><U+91AB><U+9662><U+7684>2<U+4F8B><U+7D93><U+9A57>","<U+672C><U+6587><U+662F><U+70BA><U+7167><U+8B77><U+5169><U+4F4D><U+65B0><U+578B><U+51A0><U+72C0><U+75C5><U+6BD2><U+75BE><U+75C5>Coronavirus disease 2019(COVID-19)<U+611F><U+67D3><U+500B><U+6848><U+5165><U+4F4F><U+8CA0><U+58D3><U+9694><U+96E2><U+75C5><U+623F><U+5F8C>,<U+75C5><U+4EBA><U+6240><U+9762><U+81E8><U+8EAB><U+9AD4><U+3001><U+5FC3><U+7406><U+3001><U+8207><U+793E><U+6703><U+7B49><U+5404><U+65B9><U+9762><U+6539><U+8B8A><U+6240><U+5F15><U+767C><U+7684><U+8B77><U+7406><U+554F><U+984C><U+3002><U+7B46><U+8005><U+85C9><U+7531><U+81E8><U+5E8A><U+89C0><U+5BDF><U+53CA><U+96FB><U+8A71><U+8A2A><U+8AC7><U+8490><U+96C6><U+8CC7><U+6599>,<U+63D0><U+4F9B><U+5408><U+5B9C>,<U+500B><U+5225><U+8B77><U+7406><U+63AA><U+65BD>,<U+5305><U+542B><U+9F13><U+52F5><U+500B><U+6848><U+60C5><U+7DD2><U+6292><U+767C><U+8207><U+8010><U+5FC3><U+50BE><U+807D><U+5FC3><U+4E2D><U+611F><U+53D7>,<U+9069><U+6642><U+63D0><U+4F9B><U+9069><U+7576><U+7684><U+5FC3><U+7406><U+652F><U+6301><U+3002><U+5229><U+7528><U+97F3><U+6A02><U+7D13><U+58D3>,<U+5F15><U+5C0E><U+500B><U+6848><U+4EE5><U+6B63><U+5411><U+614B><U+5EA6><U+9762><U+5C0D><U+6B64><U+6B21><U+75BE><U+75C5>,<U+540C><U+6642><U+5354><U+52A9><U+500B><U+6848><U+5728><U+51FA><U+9662><U+5F8C><U+6062><U+5FA9><U+6B63><U+5E38><U+751F><U+6D3B>,<U+5E0C><U+671B><U+6B64><U+5831><U+544A><U+80FD><U+63D0><U+4F9B><U+8B77><U+7406><U+4EBA><U+54E1><U+5728><U+7167><U+9867><U+985E><U+4F3C><U+500B><U+6848><U+4E4B><U+53C3><U+8003><U+3002> We reported our nursing experience about caring two cases for Coronavirus disease 2019 (COVID-19) infected diseases patients, mainly focused on the mental health care. Patients admitted in the negative pressure isolation ward might having care needs in physical, mental, and social dimensions. According to our clinical observation and telephone interviews with patients, we suggested personalized nursing cares by listening, music relaxation, and emotional expression might be the suitable methods to lead patients to release their acute stress status.","<U+674E><U+5468><U+71D5>; <U+51CC><U+6B63><U+83EF>; <U+5289><U+7FCE><U+73B2>; <U+8449><U+9E97><U+6708>; <U+6D2A><U+5F18><U+660C>","https://www.google.com/search?q=<U+8B77><U+7406><U+4EBA><U+54E1><U+7167><U+8B77><U+65B0><U+578B><U+51A0><U+72C0><U+75C5><U+6BD2><U+611F><U+67D3><U+75C5><U+60A3><U+5FC3><U+9748><U+8A18><U+4E8B>-<U+67D0><U+4E2D><U+53F0><U+7063><U+91AB><U+9662><U+7684>2<U+4F8B><U+7D93><U+9A57>","2020","WHO","Exclude","","","","","","","","","","","","","FALSE","2020-04-17","","",378,"FALSE","",""
"Addressing mental health care for bereavements during COVID-19 pandemic.",NA,"Sun, Bao, Lu","https://doi.org/10.1111/pcn.13008","20200417","PubMed","Exclude","DG","Other","Editorial / Comment","China","","","","Discussion of support for those bereavement during COVID-19 and specific issues facing bereaved. Nil specific re-suicide ","","No new data. No focus on suicide / self-harm","","","TRUE","2020-04-20","Exclude","",391,"FALSE",NA,""
"COVID 19: Impact of lock-down on mental health and tips to overcome.",NA,"Hiremath, Suhas Kowshik, Manjunath, Shettar","https://doi.org/10.1016/j.ajp.2020.102088","20200419","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-20","","",398,"FALSE","Anxiety; COVID 19; Lock-down; Mental health",""
"Coronavirus anxiety scale: A brief mental health screener for COVID-19 related anxiety.","Mental health concerns of people impacted by the coronavirus pandemic have not been adequately addressed. The objective of this study was to develop and evaluate the properties of the Coronavirus Anxiety Scale (CAS), which is a brief mental health screener to identify probable cases of dysfunctional anxiety associated with the COVID-19 crisis. This 5-item scale, which was based on 775 adults with anxiety over the coronavirus, demonstrated solid reliability and validity. Elevated CAS scores were ","Lee","https://doi.org/10.1080/07481187.2020.1748481","20200417","PubMed","Include","DG","Cross sectional survey","","Not specified. Authors are US based","MTurk workers = ?Mechanical Turks - ?=Amazon workers","Suicidal thoughts","1237 recruited via Internet","Response rate not specified (on-line survey). 675 male and 558 female responders (4 other); median age 35. 4.9% respondents reported having had COVID-19. 25.4% 'dysfunctional coronavirus anxiety' Key finding - A logistic regression, which controlled for sociodemographic effects of age, gender, education, and race, demonstrated that dysfunctional coronavirus anxiety was associated with coronavirus infection [odds ratio 3.04, 95% CI 1.28–7.25], generalized anxiety [odds ratio 1.13, 95% CI 1.06–1.20], depression [odds ratio 1.09, 95% CI 1.03–1.15], functional impairment [odds ratio 1.08, 95% CI 1.05–1.11], perceived lack of social support [odds ratio 1.16, 95% CI 1.04–1.28], and suicidal ideation [odds ratio 1.24, 95% CI 1.13–1.37].","","Brief report with limited information re sampling / response / setting. No information about the measure of 'dysfunctional coronavirus anxiety'. seems unlikely this was peer-reviewed. ","Nothing clear cut, except suggestion of increased risk of suicidal ideation in repondents with ' dysfunctional coronavirus related anxiety'","None","TRUE","2020-04-20","Include","Depression (PHQ-9), Anxiety (GAD-7), Dysfunctional coronavirus anxiety (new scale developed)",412,"FALSE",NA,""
"Health Education for Parents During the COVID-19 OutbreakPublic Health Education for Parents During the Outbreak of COVID-19: A Rapid Review","Background: It is well-known that public health education plays a crucial role in the prevention and control of emerging infectious diseases, but how health providers should advise families and parents to obtain health education information is a challenging question. With COVID-19 (Coronavirus disease 2019) spreading around the world, this rapid review aims to answer that question and thus to promote evidence-based decision making in health education policy and practice. Methods: We systematically searched the literature on health education during COVID-19, SARS (severe acute respiratory syndrome) and MERS (middle east respiratory syndrome) epidemics in Medline (via PubMed), Cochrane Library, EMBASE, Web of Science, CBM (China Biology Medicine disc), CNKI (China National Knowledge Infrastructure), and Wanfang Data from their inception until March 31, 2020. The potential bias of the studies was assessed by Joanna Briggs Institute Prevalence Critical Appraisal Tool. Results: Of 1067 papers found, 24 cross-sectional studies with a total of 35,967 participants were included in this review. The general public lacked good knowledge of SARS and MERS at the early stage of epidemics. Some people's knowledge, attitude and practice (KAP) of COVID-19 had been improved, but the health behaviors of some special groups including children and their parents need to be strengthened. Negative emotions including fear and stigmatization occurred during the outbreaks. Reliable health information was needed to improve public awareness and mental health for infectious diseases. Health information from nonprofit, government and academic websites was more accurate than privately owned commercial websites and media websites. Conclusions: For educating and cultivating children, parents should obtain information from the official websites of authorities such as the World Health Organization (WHO) and national Centers for Disease Control, or from other sources endorsed by these authorities, rather than from a general search of the internet or social media.","Li, W.; Liao, J.; Li, Q.; Baskota, M.; Wang, X.; Tang, Y.; Zhou, Q.; Wang, X.; Luo, X.; Ma, Y.; Fukuoka, T.; Ahn, H. S.; Lee, M. S.; Chen, Y.; Luo, Z.; Liu, E.","https://www.medrxiv.org/content/10.1101/2020.04.14.20064741v1?rss=1""","20200419","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-23","","",417,"FALSE",NA,""
"Addressing collegiate mental health amid COVID-19 pandemic.","College students encounter unique challenges leading to poor mental health in the wake of the COVID-19 outbreak. Before the pandemic started, one in five college students experienced one or more diagnosable mental disorders worldwide. The fact that the COVID-19 pandemic affects collegiate mental health underscores the urgent need to understand these challenges and concerns in order to inform the development of courses of action and public health messaging that can better support college students","Zhai, Du","https://doi.org/10.1016/j.psychres.2020.113003","20200421","PubMed","Exclude","","","","","","","","","","","","","FALSE","2020-04-23","","",431,"FALSE","COVID-19; Collegiate mental health; Higher education",""
"Inf-Net: Automatic COVID-19 Lung Infection Segmentation from CT Scans","Coronavirus Disease 2019 (COVID-19) spread globally in early 2020, causing the world to face an existential health crisis. Automated detection of lung infections from computed tomography (CT) images offers a great potential to augment the traditional healthcare strategy for tackling COVID-19. However, segmenting infected regions from CT scans faces several challenges, including high variation in infection characteristics, and low intensity contrast between infections and normal tissues. Further, collecting a large amount of data is impractical within a short time period, inhibiting the training of a deep model. To address these challenges, a novel COVID-19 Lung Infection Segmentation Deep Network (Inf-Net) is proposed to automatically identify infected regions from chest CT scans. In our Inf-Net, a parallel partial decoder is used to aggregate the high-level features and generate a global map. Then, the implicit reverse attention and explicit edge-attention are utilized to model the boundaries and enhance the representations. Moreover, to alleviate the shortage of labeled data, we present a semi-supervised segmentation framework based on a randomly selected propagation strategy, which only requires a few labeled images and leverages primarily unlabeled data. Our semi-supervised framework can improve the learning ability and achieve a higher performance. Extensive experiments on a COVID-19 infection dataset demonstrate that the proposed Inf-Net outperforms most cutting-edge segmentation models and advances the state-of-the-art","Fan, D.-P.; Zhou, T.; Ji, G.-P.; Zhou, Y.; Chen, G.; Fu, H.; Shen, J.; Shao, L.","https://www.medrxiv.org/content/10.1101/2020.04.22.20074948v1?rss=1""","20200427","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-27","","",445,"FALSE",NA,""
"Knowledge, attitude, practice and perception regarding COVID-19 among students in Bangladesh: Survey in Rajshahi University","Background: The number of infection and death by COVID-19 has been rapidly increasing since December 2019 in all over the world. Until now, there is no specific treatment or vaccine for this disease; WHO suggests only some protective measures like maintaining social distance, staying home, washing hands with soap or sanitizer, wearing mask etc. The objective of this study was to survey knowledge, attitude, practice and perception regarding COVID-19 among students in Rajshahi University, Bangladesh. Methods: We collected data from 305 students of Rajshahi University for this cross-sectional study using mixed sampling from March 11 to March 19, 2020. Frequency distribution, Mann-Whitney and Kruskal-Wallis tests were used in this study. Results: Out of 305 participants, 224 (73.4%) and 81 (26.6%) were male and female students respectively. The study revealed that Rajshahi university students had average knowledge on symptoms, protective way and transmission of COVID-19. Female students were more knowledgeable than male. More than one third of the students had negative attitude to avoiding public transport and going out to public places with friends and family. The practice of students during our data collection period and in future was not satisfactory. More than one third of students were not keen to stay at home and avoid going to crowded places. The perception towards COVID-19 was not good; they had no idea whether the outbreak would affect their daily routine, study and financial matters, study field work and restrict leisure time of meeting family and relatives. Conclusions: We found that general knowledge, attitude, practice and perception of the university students regarding COVID-19 were not satisfactory. This indicated that the situation was worse among common people. In Bangladesh, the number of healthcare providers is insufficient. University students can be employed as potential workforce to create awareness among mass people on prevention of COVID-19.","Wadood, M. A.; Mamun, A.; Rafi, M. A.; Islam, M. k.; Mohd, S.; Lee Lee, L.; Hossain, M. G.","https://www.medrxiv.org/content/10.1101/2020.04.21.20074757v1?rss=1""","20200425","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-27","","",446,"FALSE",NA,""
"First study on mental distress in Brazil during the COVID-19 crisis","Objective: We aim to provide the first evidence of mental distress and its associated predictors among adults in the ongoing COVID-19 crisis in Brazil. Methods: We conducted a primary survey of 638 adults in Brazil on March 25-28, 2020, about one month (32 days) after the first COVID-19 case in South America was confirmed in Sao Paulo. Results: In Brazil, 52% (332) of the sampled adults experienced mild or moderate distress, and 18.8% (120) suffered severe distress. Adults who were female, younger, more educated, and exercised less report-ed higher levels of distress. The distance from the Brazilian epicenter of Sao Paulo inter-acted with age and workplace attendance to predict the level of distress. The typhoon eye effect was stronger for people who were older or attended their workplace less. The most vulnerable adults were those who were far from the epicenter and did not go to their workplace in the week before the survey. Conclusion: Identifying the predictors of distress enables mental health services to better target finding and helping the more mentally vulnerable adults during the ongoing COVID-19 crisis.","Zhang, S. X.; Wang, Y.; Afshar Jahanshahi, A.; Jia, J.; Haensel Schmitt, V. G.","https://www.medrxiv.org/content/10.1101/2020.04.18.20070896v1?rss=1""","20200423","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-27","","",447,"FALSE",NA,""
"LONG-TERM CLINICAL OUTCOMES IN SURVIVORS OF CORONAVIRUS OUTBREAKS AFTER HOSPITALISATION OR ICU ADMISSION: A SYSTEMATIC REVIEW AND META-ANALYSIS OF FOLLOW-UP STUDIES","Objective: To determine the long-term clinical problems in adult survivors of coronavirus (CoV) infection [Coronavirus disease 2019 (COVID-19), Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS)] after hospitalisation or Intensive Care Unit (ICU) admission. Design: Systematic review and meta-analysis of the literature. Data sources: Ovid MEDLINE, EMBASE, CINAHL Plus and PsycINFO were searched using the strategy: (Coronavirus OR Coronavirus Infections OR COVID OR SARS virus OR Severe acute respiratory syndrome OR MERS OR Middle east respiratory syndrome) AND (Follow-up OR Follow-up studies OR Prevalence). Original studies reporting the clinical outcomes of adult survivors of coronavirus outbreaks two months after discharge or three months after admission were included. The quality of the studies was assessed using the Oxford Centre for Evidence-Based Medicine (OCEBM) 2009 Level of Evidence Tool. Meta-analysis was conducted to derive pooled estimates of prevalence and severity for different outcomes at time points up to 6 months follow-up and beyond 6 months follow-up. Results: The search yielded 1169 studies of which 28 were included in this review. There were 15 Level 1b, 8 Level 2b, 2 Level 3b and 3 Level 4 studies by OCEBM grading. Pooled analysis of studies revealed that complications commonly observed were impaired diffusing capacity for carbon monoxide (DLCO) [prevalence of 27.26%, 95% CI 14.87 to 44.57] and reduced exercise capacity [(6-minute walking distance (6MWD) mean 461m, 95% CI 449.66 to 472.71] at 6 months with limited improvement beyond 6 months. Coronavirus survivors had considerable prevalence of psychological disorders such as post-traumatic stress disorder (PTSD) [38.80%, CI 30.93 to 47.31], depression [33.20%, CI 19.80 to 50.02] and anxiety [30.04%, CI 10.44 to 61.26) beyond 6 months. These complications were accompanied by low Short Form 36 (SF-36) scores at 6 months and beyond indicating reduced quality of life which is present long-term. Conclusions: The long term clinical problems in survivors of CoV infections (SARS and MERS) after hospitalisation or Intensive Care Unit (ICU) admission include respiratory dysfunction, reduced exercise capacity, psychological problems such as PTSD, depression and anxiety, and reduced quality of life. Critical care, rehabilitation and mental health services should anticipate a high prevalence of these problems following COVID-19 and ensure their adequate and timely management with the aim of restoring premorbid quality of life.","Ahmed, H.; Patel, K.; Greenwood, D.; Halpin, S.; Lewthwaite, P.; Salawu, A.; Eyre, L.; Breen, A.; O'Connor, R.; Jones, A.; Sivan, M.","https://www.medrxiv.org/content/10.1101/2020.04.16.20067975v1?rss=1""","20200422","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-27","","",448,"FALSE",NA,""
"Mental health outcomes among front and second line health workers associated with the COVID-19 pandemic in Italy.","In this study, we report on mental health outcomes among health workers (HWs) involved with the COVID-19 pandemic in Italy. Data on mental health on 1379 HWs were collected between March 27th and March 31th 2020 using an on-line questionnaire spread throughout social networks, using a snowball technique along with sponsored social network advertisement. Key mental health outcomes were Post-Traumatic Stress Disorder symptoms (PTSD), severe depression, anxiety, insomnia and perceived stress. PTSD symptoms, severe depression, anxiety and insomnia, and high perceived stress were endorsed respectively by 681 (49.38%), 341 (24.73%), 273 (19.80%), 114 (8.27%) and 302 (21.90%) respondents. Regression analysis show that younger age, female gender, being a front-line HWs, having a colleague deceased, hospitalised or in quarantine were associated with poor mental health outcomes. This is the first report on mental health outcomes and associated risk factors among HWs associated with the COVID-19 pandemic in Italy, confirming a substantial proportion of health workers involved with the COVID-19 pandemic having mental health issues, in particular young women, first-line HWs.","Rossi, R.; Socci, V.; Pacitti, F.; Di Lorenzo, G.; Di Marco, A.; Siracusano, A.; Rossi, A.","https://www.medrxiv.org/content/10.1101/2020.04.16.20067801v1?rss=1""","20200422","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-27","","",449,"FALSE",NA,""
"Surveying Tenants of Permanent Supportive Housing in Skid Row about COVID-19","Permanent supportive housing (PSH) targets highly vulnerable homeless adults who exhibit early onset of geriatric conditions and require in-home supports. This suggests that risk for COVID-19 within PSH has the potential to resemble vulnerabilities found in nursing homes, which have been described as ""ground zero"" for the current pandemic. This study reports on survey results collected from 532 PSH tenants in Los Angeles, California during the 4th week of March in 2020. Results show that nearly all tenants were aware of COVID-19 and 65% considered it to be a very serious health threat, which was a strong predictor of taking protective measures (i.e. handwashing and social distancing). Tenants in units with shared bathroom facilities had lower odds of social distancing than those in studio apartments. Tenants with mental health diagnoses had lower odds of consistent handwashing. Lack of access to food, hygiene items, and medication delivery were common barriers to sheltering in place.","Henwood, B. F.; Redline, B.; Lahey, J.","https://www.medrxiv.org/content/10.1101/2020.04.17.20070052v1?rss=1""","20200422","medRxiv","Exclude","","","","","","","","","","","","","FALSE","2020-04-27","","",450,"FALSE",NA,""
