title,abstract,authors,link,date,source,initial_decision,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,extraction_date,expert_decision,o1,ID,q13,exclusion_reason,subject
Framing COVID-19 as an Existential Threat Predicts Anxious Arousal and Prejudice towards Chinese People,"We tested the hypothesis that perceived existential threat of COVID-19 elicits anxious arousal, which can manifest in prejudice toward the perceived source of the threat (Chinese people). Americans (n = 474) were randomly assigned to an experimental condition in which COVID-19 was framed as an existential threat to the United States or a non-existential threat control condition. They then completed self-report measures of anxious arousal and blatant prejudice towards Chinese people. As expected, participants in the threat (vs. control) condition reported greater anxious arousal which, in turn, predicted greater blatant prejudice. Threat (vs. control) condition also indirectly predicted greater prejudice via greater anxious arousal. Results suggest that COVID-19 existential threat may diminish social capital, which would further degrade peopleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s health and well-being.",Nassim Tabri et al.,https://share.osf.io/preprint/4623C-16D-CB4,20200331,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2838,FALSE,,
Homemade cloth face masks to fight the COVID19 pandemic; a call for mass public masking with homemade cloth masks,"As we face the COVID-19 pandemic our country is largely ignoring a potential transmission control tool ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ the communityÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s use of facial masks in public spaces. Ample evidence from historical studies (early 1900ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s), modern filtration experiments of different materials and pathogens, and observational studies exists to suggest that mass masking of the community would decrease the transmissivity of SARS-CoV-2 and accelerate the flattening of the curve in which we are engaged. The WHO and CDC claim a lack of randomized trials as rationale for not promoting community use of face masks. But we have shut down the schools, workplaces, and social events. Where are the randomized trials of social distancing? We trust the science on social distancing. Let us trust the science on the community use of face masks. Given the aggressive nature of the pathogen we face we should bring all potential interventions to the fight against COVID-19, including the mass use of face masks of the community. With potentially devastating shortages of N95 respirators and surgical masks for clinicians, community masks should be homemade cloth that are effective at acting as source control interventions. Let us scale up the fabrication of a billion homemade cloth face masks and wear them in public.",David Larsen,https://share.osf.io/preprint/461E0-A9F-012,20200331,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2839,FALSE,,
Individual Psychological Responses to the SARS-CoV-2 Pandemic: Different Clusters and Their Relation to Risk-Reducing Behavior,"Understanding individual difference in psychological responses toward the Coronavirus (SARS-CoV-2) crisis is essential to the adequate handling of the current pandemic. Based on a sample of 1,182 American adult residents (stratified for age and gender; data collection March 13 to 15, 2020), we found three distinct clusters of psychological responses (i.e., informed, panic, and ignorant). Clusters differed regarding their knowledge about the virus, SARS-CoV-2-related anxiety (i.e., worry and emotionality), and evaluation of the SARS-CoV-2 crisisÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s severity. Cluster membership was strongly associated with both SARS-CoV-2 risk-reducing, reasonable behavior and unreasonable behavior. Finally, clusters could be linked to systematic differences in broader personality dimensions (i.e., Dark Triad and Big Five). Our study provides and validates a set of clusters of individual psychological responses to the SARS-CoV-2 pandemic and the resulting behavior. It functions as a pivotal starting point for longitudinal observations on the effectiveness of public health communications in this global challenge.",Matthias Stadler et al.,https://share.osf.io/preprint/4621E-40B-898,20200331,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2840,FALSE,,
Information about pandemic increases negative attitudes toward foreign groups: a case of COVID-19 outbreak,"Pathogen threat can translate into willingness to distance oneself from others also on a psychological level. Building on this notion, we predicted that the ongoing pandemic of Coronavirus can affect attitudes toward foreign nationalities. We explored the inter-group consequences of the current epidemiological situation in two studies involving a total of 652 participants. In correlational Study 1, we showed a positive relationship between media exposure in the UK and in Poland and prejudice to four foreign nationalities. The Study 2 showed that negative affect toward Italians (i.e., a nation struggling with the most severe COVID-19 outbreak at the time of the study) was indirectly predicted by exposure to news about Coronavirus through the increase in anxiety. Overall, our studies revealed that prejudice is sensitive to current epidemiological situation and our findings suggest that the outbreak of COVID-19 may translate into severe social consequences and increased psychological distancing to nations most affected by the pandemic.",Piotr Sorokowski et al.,https://share.osf.io/preprint/461F7-DDF-01C,20200331,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2841,FALSE,,
Functional fear predicts public health compliance in the COVID-19 pandemic,"In the current context of the global pandemic of coronavirus disease-2019 (COVID-19), health professionals are working with social scientists to inform government policy on how to slow the spread of the virus. An increasing amount of social scientific research has looked at the role of public message framing, for instance, but few studies have thus far examined the role of individual differences in emotional and personality-based variables in predicting virus-mitigating behaviors. In this study we recruited a large international community sample (N = 324) to complete measures of self-perceived risk of contracting COVID-19, fear of the virus, moral foundations, political orientation, and behavior change in response to the pandemic. Consistently, the only predictor of positive behavior change (e.g., social distancing, improved hand hygiene) was fear of COVID-19, with no effect of politically-relevant variables. We discuss these data in relation to the potentially functional nature of fear in global health crises.",Craig A. Harper et al.,https://share.osf.io/preprint/461A1-E53-E9B,20200401,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2842,FALSE,,
Monitoring trends and differences in COVID-19 case fatality rates using decomposition methods: Contributions of age structure and age-specific fatality,"The population-level case-fatality rate (CFR) associated with COVID-19 varies substantially, both across countries time and within countries over time. We analyze the contribution of two key determinants of the variation in the observed CFR: the age-structure of diagnosed infection cases and age-specific case-fatality rates. We use data on diagnosed COVID-19 cases and death counts attributable to COVID-19 by age for China, Germany, Italy, South Korea, Spain, the United States, and New York City. We calculate the CFR for each population at the latest data point and also for Italy over time. We use demographic decomposition to break the difference between CFRs into unique contributions arising from the age-structure of confirmed cases and the age-specific case-fatality. In late April 2020, CFRs varied from 2.2% in South Korea to 13.0% in Italy. The age-structure of detected cases often explains more than two thirds of cross-country variation in the CFR. In Italy, the CFR increased from 4.2% to 13.0% between March 9 and April 22, 2020, and more than 90% of the change was due to increasing age-specific case-fatality rates. The importance of the age-structure of confirmed cases likely reflects several factors, including different testing regimes and differences in transmission trajectories; while increasing age-specific case-fatality rates in Italy could indicate other factors, such as the worsening health outcomes of those infected with COVID-19. Our findings lend support to recommendations for data to be disaggregated by age, and potentially other variables, to facilitate a better understanding of population-level differences in CFRs. They also show the need for well designed seroprevalence studies to ascertain the extent to which differences in testing regimes drive differences in the age-structure of detected cases.",Christian Dudel et al.,https://share.osf.io/preprint/46177-B00-041,20200401,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2843,FALSE,,
A Retrospective Bayesian Model for Measuring Covariate Effects on Observed COVID-19 Test and Case Counts,"As the COVID-19 outbreak progresses, increasing numbers of researchers are examining how an array of factors either hurt or help the spread of the disease. Unfortunately, the majority of available data, primarily confirmed cases of COVID-19, are widely known to be biased indicators of the spread of the disease. In this paper we present a retrospective Bayesian model that is much simpler than epidemiological models of disease progression but is still able to identify the effect of covariates on the historical infection rate. The model is validated by comparing our estimation of the count of infected to projections from expert surveys and extant disease forecasts. To apply the model, we show that as of April 10th, there are approximately 2 million infected people in the United States, and these people are increasingly concentrated in states with less wealth, better air quality, fewer smokers, fewer people under the age of 18, less public health funding and more cardiovascular deaths. On the other hand, the percentage of foreign born residents and the proportion of people who voted for President Trump in 2016 are not clear predictors of COVID-19 trends.",Robert Kubinec et al.,https://share.osf.io/preprint/461AD-7F3-EA0,20200401,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2844,FALSE,,
The Importance of Cultural Tightness and Government Efficiency For Understanding COVID-19 Growth and Death Rates,"The spread of COVID-19 represents a global public health crisis, yet some nations were more effective than others at limiting the spread of the virus during the early stages of the pandemic. Here we show that institutional and cultural factors combine to partly explain these cross-cultural differences. Nations with tight cultures and efficient governments were the most effective at limiting COVID-19ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s growth and mortality rates as of early April, and this interaction of cultural tightness and government efficiency is robust to controlling for underreporting of cases, economic development, inequality, median age, population density, climatological variation, and other dimensions of cross-cultural variation (collectivism, power distance, relational mobility). A formal evolutionary model explores the mechanism that may underlie our findings, suggesting that these cross-cultural trends may be associated with group variation in cooperation under conditions of high threat. These analyses shed light on why some nations contained COVID-19 more effectively than others.",Michele Gelfand et al.,https://share.osf.io/preprint/46012-F1C-0D1,20200401,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2845,FALSE,,
Measuring Realistic and Symbolic Threats of COVID-19 and their Unique Impacts on Wellbeing and Adherence to Public Health Behaviors,"COVID-19 threatens lives, livelihoods, and civic institutions. Although restrictive public health behaviors such as social distancing help manage its impact, these behaviors can further sever our connections to people and institutions that affirm our identities. Three studies (N=1,195) validated a brief 10-item COVID-19 threat scale that assesses 1) realistic threats to physical or financial safety, and 2) symbolic threats to oneÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s sociocultural identity. Studies reveal that both realistic and symbolic threat predict higher distress and lower wellbeing, and demonstrate convergent validity with other measures of threat sensitivity. Importantly, the two kinds of threat diverge in their relationship to restrictive public health behaviors: Realistic threat predicted greater self-reported adherence, whereas symbolic threat predicted less self-reported adherence to social-disconnection behaviors. Symbolic threat also predicted using creative ways to affirm identity even in isolation. Our findings highlight how social psychological theory can be leveraged to understand and predict peopleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s behavior in pandemics.",Frank Kachanoff et al.,https://share.osf.io/preprint/4619F-83E-5EC,20200402,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2846,FALSE,,
Could Attitudes Toward COVID-19 in Spain Render Men More Vulnerable Than Women?,"The COVID-1 pandemic affects the whole world. Spain is 3rd in the world and 2nd in Europe with largest number of diagnosed cases. Spanish citizensÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ attitudes are important in controlling the pandemic. This research assessed key attitudes of the Spanish people toward COVID-19. One study (n =64) was conducted in a shopping center in Madrid and another (n= 640) online. The results of both studies suggest that women in Spain have a ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“more responsibleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ attitude toward the COVID-19 than men. Young adults (18-25 years) appear to perceive less threatening the epidemic than older adults. Spanish peopleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s personal concern about COVID-19 is less than their perceived social alarm about it. Compliance is the strongest predictor of the approval to stay at home, which is the highest rated preventive measure by the Spanish people. These results might help policy makers in targeting public attitudes which could play an important role in the exponentially rising cases of COVID-19.",Ricardo De La Vega et al.,https://share.osf.io/preprint/46121-D8E-8DF,20200402,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2847,FALSE,,
Psychological interventions and the Covid-19 pandemic,"The coronavirus COVID-19 and the global pandemic has already had a substantial disruptive impact on society, posing major challenges to the provision of mental health services in a time of crisis, and carrying the spectre of an increased burden to mental health, both in terms of existing psychiatric disorder, and emerging psychological distress from the pandemic. In this paper we provide a framework for understanding the key challenges for psychologically informed mental health care during and beyond the pandemic. We identify three groups that can benefit from psychological approaches to mental health, and/or interventions relating to COVID-19. These are i) healthcare workers engaged in frontline response to the pandemic and their patients; ii) individuals who will experience the emergence of new mental health distress as a function of being diagnosed with COVID-19, or losing family and loved ones to the illness, or the psychological effects of prolonged social distancing; and iii) individuals with existing mental health conditions who are either diagnosed with COVID-19 or whose experience of social distancing exacerbates existing vulnerabilities. Drawing on existing literature and our own experience of adapting treatments to the crisis we suggest a number of salient points to consider in identifying risks and offering support to all three groups. We also offer a number of practical and technical considerations for working psychotherapeutically with existing patients where COVID-19 restrictions have forced a move to online or technologically mediated delivery of psychological interventions.",FÃƒÆ’Ã‚Â©lix Inchausti et al.,https://share.osf.io/preprint/461CA-D90-38E,20200402,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2848,FALSE,,
Fear of the coronavirus (COVID-19): Predictors in an online study conducted in March 2020,"Fear is an adaptive response in the presence of danger. However, when threat is uncertain and continuous, as in the current coronavirus (COVID-19) pandemic, fear can become chronic and burdensome. To better understand predictors of fear of the coronavirus, we conducted an online survey (N = 439) between March 14 and 17, 2020, which started three days after the World Health Organization declared the coronavirus outbreak a pandemic. Fear of the coronavirus was assessed with eight questions pertaining to different dimensions of fear (e.g., subjective worry, avoidance, preferential attention) and an open-ended question. The predictors included measures of psychological vulnerability factors (i.e., intolerance of uncertainty, worry, health anxiety), media exposure, and personal relevance (i.e., personal health, risk for loved ones, and risk control). We found that respondents reported a wide range of concerns relating to the coronavirus outbreak, such as the health of their loved ones, collapse of health care systems, and economic consequences. Four predictors for fear of the coronavirus were retained after backward selection in a simultaneous regression analysis: health anxiety, intolerance of uncertainty, media use, and risks for loved ones (R2 = .37). We discuss the relevance of our findings for managing peopleÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s fear of the coronavirus.",GaÃƒÆ’Ã‚Â«tan Mertens et al.,https://share.osf.io/preprint/460DE-BFD-B8F,20200402,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2849,FALSE,,
From Helpless to Hero: Promoting Values-Based Behavior and Positive Family Interaction in the Midst of Covid-19,"Parents managing their home environments during government ordered stay-at-home periods are likely to need new skills for occupying their childrenÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s time with activities which promote health and emotional well-being. Moreover, parents and children know they need help managing these circumstances. Perhaps for the first time, behavior analysts hold the reinforcers for increasing parental involvement in effective child-rearing practices. In fact, behavior analysts can help parents enlist their children in managing the household by framing their behavior in terms of hidden superpowers. In the current paper, we argue that behavior analysts have a range of tools to offer which are grounded in evidence-based principles, strategies, and kernels, or essential units of behavioral influence. When combined into scheduled daily practices and invoked by children taught to see their use of the tools as nothing short of heroic, these practices function as vaccinations that inoculate families against toxic and unsafe behaviors.",Thomas Szabo et al.,https://share.osf.io/preprint/4602C-18C-405,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2850,FALSE,,
"Differences between health workers and general population in risk perception, behaviors, and psychological distress related to COVID-19 spread in Italy.","In this study, we investigated the perception of risk and the worries about COVID-19 infection in both healthcare workers and general population in Italy. We studied the difference in risk perception in these two groups, and how this related to demographic variables and psychological factors such as stress, anxiety, and death anxiety. To this aim, we administered an online questionnaire about COVID-19 together with other questionnaires assessing the psychological condition of participants. First, we found that the exposition to infection risk, due to living area or job, increased the perceived stress and anxiety (i.e. medical staff in North Italy was more stressed and anxious respect to both medical- and non-medical participants from Center and South Italy). Then, we conducted hierarchical logistic regression models on our data to assess the response odds ratio relatively to each predictor on each dependent variable. We found that health workers reported higher risk perception, level of worry, and knowledge as related to COVID-19 infection compared to general population. Also psychological state, gender, and living area were important predictors of these factors. Instead, judgments about behaviors and containment rules were more linked to demographics, such as gender and alcohol consumption. We discussed these results in the light of risk factors for psychological distress and possible interventions to meet the psychological needs of healthcare workers.",Luca Simione et al.,https://share.osf.io/preprint/461A0-E6F-972,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2851,FALSE,,
A systematic review on the current conceptualisations of successful psychopathy,"The concept of successful psychopathy has been debated for years, however, there is yet no unified approach to its definition and conceptualisation. Such individuals are said to encompass the core traits associated with psychopathy, whilst continuing to function in society, potentially having superior levels of functioning. This review assimilates the existing literature related to successful psychopathy in the general population. An extensive systematic review was performed using four databases, and two key concepts; namely success and psychopathy. After removing duplicates and articles deemed irrelevant, 180 papers were appraised against the reviewÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s inclusion and exclusion criteria. The remaining 19 papers underwent quality control by two raters. A narrative synthesis was performed. The key factors associated with the successful psychopathy construct were fearlessness, stress immunity, social potency, normal or superior cognitive performance, professional achievement, stable socioeconomic status, leadership, pride, and aversion to punishment during conflict. Inconsistent findings were considered a result of the variations in psychopathy measurements used, and a lack of an agreed definition of success. Recommendations are provided for the establishment of a unified framework, and the need for a moderated measure of successful psychopathy to allow more systematic research into the notion of successful psychopathy in the general populations.",Louise Wallace et al.,https://share.osf.io/preprint/4605F-650-F96,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2852,FALSE,,
DonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢t get it or donÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢t spread it? Comparing self-interested versus prosocially framed COVID-19 prevention messaging,"The COVID-19 pandemic threatens millions of lives, and an effective response will require individuals to take costly and difficult measures to prevent infection. How should public health messaging frame these measures, which can reasonably be conceptualized as either self-interested actions or cooperative efforts? We measured the influence of three messaging treatments on coronavirus prevention intentions among Americans from Amazon Mechanical Turk. All treatments presented identical COVID-19 information, but emphasized either personal, public, or both personal and public benefits of prevention behaviors. In studies (n = 2176) conducted early in the pandemic (March 14-16, when there were under 2,000 confirmed U.S. cases), we found support for prosocial framing: the Public treatment was more effective than the Personal treatment, and no less effective than the Personal+Public treatment. In studies (n = 3985) conducted later (April 17-30, when there were over 500,000 confirmed U.S. cases), all three treatments were similarly effective. Additionally, across both sets of studies, the perceived public threat of coronavirus predicted prevention intentions more strongly than the perceived personal threat. Together, our results highlight the potential value of prosocial framing.",Jillian Jordan et al.,https://share.osf.io/preprint/46082-330-FA5,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2853,FALSE,,
Motivating social distancing during the Covid-19 pandemic: An online experiment,"Social distancing during the COVID-19 pandemic will save lives. We tested communication strategies to promote social distancing via an online experiment (N = 500) commissioned by IrelandÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Department of Health. A control group saw a current informational poster. Two treatment groups saw similar posters with messages that highlighted: (i) the risk of transmission to identifiable persons vulnerable to COVID-19; (ii) the exponential nature of transmission. We then measured judgements of behaviours previously identified by focus groups as ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œmarginalÃƒÂ¢Ã¢â€šÂ¬Ã‚Â (meaning that people were not sure whether they were advisable, such meeting others outdoors, or visiting parents). We recorded intention to undertake behaviours and stated acceptability of behaviours. Our hypotheses, that both treatments would increase participantsÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ caution about marginal behaviours, were preregistered (i.e. lodged with an international organisation for open science before data collection). Results confirmed the hypotheses. The findings suggest that the thought of infecting vulnerable people or large numbers of people can motivate social distancing. This has implications for communications strategies. The study also demonstrates an effective way to identify outcome variables for rapid behavioural research on the COVID-19 response.",Peter D. Lunn et al.,https://share.osf.io/preprint/4607B-7D5-B1D,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2854,FALSE,,
"Biosecurity, automation technologies and economic resilience of travel, tourism and hospitality companies","The COVID-19 pandemic of 2020 will have a massive impact upon travel, tourism, and hospitality globally. With a massive reduction in tourism globally because of the health crisis, the industry will likely have to plan a recovery and rebuilding of the industry. Part and parcel of the reorganization will involve increasingly depending upon automation technologies. In this article, we discuss how the virus has impacted upon the global industry and discuss how automation technologies will be implemented into the industry to ensure a vibrant return to a strong tourism economy. We expect that employers and industry will look differently upon many automation technologies and implement these technologies into their operations to ensure a return to a situation in which tourism can take place in ways that ensure the biosecurity of travellers and ensure that the industryÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s operations return to be able to work in profitable ways.",Stanislav Ivanov et al.,https://share.osf.io/preprint/461E7-A2D-8D8,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2855,FALSE,,
Service robots as a tool for physical distancing in tourism,"COVID-19 pandemic is affecting negatively the tourism and hospitality industry. As people must avoid physical interaction, service robots can be a useful tool to ensure a high level of physical social distance during the epidemic. This paper discusses whether the application of service robots to provide physical distance in the tourism and hospitality context is going to be beneficial or there will be side effects as well. The paper posits that service robots create a technological shield between tourists and employees that increases the physical and emotional distance between them.",Faruk SeyitoÃƒâ€žÃ…Â¸lu et al.,https://share.osf.io/preprint/460DC-EE7-284,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2856,FALSE,,
"Public actors without public values: legitimacy, domination and the regulation of the technology sector","The scale and asymmetry of commercial technology firmsÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ power over people through data, combined with the increasing involvement of the private sector in public governance, means that increasingly people do not have the ability to opt out of engaging with technology firms. At the same time, those firms are increasingly intervening on the population level in ways that have implications for social and political life. This creates the potential for power relations of domination, and demands that we decide what constitutes the legitimacy to act on the public. Business ethics and private law are not designed to answer these questions, which are primarily political. If people have lost the right to disengage with commercial technologies, we may need to hold the companies that offer them to the same standards to which we hold the public sector. This paper therefore argues for the development of an overarching normative framework for what constitutes non-domination with regard to digital technologies. Such a framework must involve a nuanced idea of political power and accountability that can respond not only to the legality of corporate behaviour, but to its legitimacy.",Linnet Taylor,https://share.osf.io/preprint/4602F-0A0-C58,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2857,FALSE,,
"Slowing the Spread of COVID-19: Demographic, Personality, and Social Cognition Predictors of Guideline Adherence in a Representative U.S. Sample","The present study examined patterns and psychosocial correlates of formal coronavirus (COVID-19) guideline adherence in a representative U.S. sample (N = 501) during the initial 15-day period advocated by the President. Variation in adherence to the 10 guidelines was observed. Using insights from personality and social cognition approaches to health processes, modeling of past 7-day overall guideline adherence showed greater conscientiousness was directly associated with adherence, as well as indirectly associated with adherence through greater self-efficacy for following the guidelines. Greater perceptions of social endorsement of the guidelines, positive attitudes related to the guidelines, and stronger intentions to follow the guidelines were associated with greater adherence. Age, sex, education, income, children in the household, shelter-in-place orders, and self-rated health showed null to negligible associations with adherence. The results provide initial insights into the gaps in guideline adherence during the initial effort to ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œflatten the curveÃƒÂ¢Ã¢â€šÂ¬Ã‚Â of new cases.",Tim Bogg et al.,https://share.osf.io/preprint/4621E-020-6DB,20200403,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2858,FALSE,,
Too bored to bother? Boredom as a potential threat to the efficacy of pandemic containment measures,"Coronavirus disease 2019 (COVID-19) caused by coronavirus (SARS-nCoV2) is currently spreading across the world. In response, different sets of pandemic containment measures have been employed by several countries. The effectiveness of non-pharmacological measures such as home confinement hinges on adherence by the population. While adherence to these social distancing measures appears to be high in general, adherence might be more challenging for some individuals and complying with these measures might become more difficult the longer they last. Here, we suggest that boredom and self-control are two important psychological concepts for understanding the challenges the COVID-19 pandemic containment measures pose to individuals. To maximize adherence to these measures, we propose to consider the specific and combined effects of boredom and self-control demands elicited by this situation on subsequent behavior.",Corinna Martarelli et al.,https://share.osf.io/preprint/46032-F01-2AC,20200404,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2859,FALSE,,
Perceived efficacy of actions during the early phase of the COVID-19 outbreak,"Millions of people have had to change their way of life due to the COVID-19 pandemic. To reduce the spread of the virus, governments have restricted social life habits ranging from physical distancing to enforcing isolation at home. At present, we do not know whether the physical health-related benefits of these countermeasures outweigh potential mental health problems resulting from those restrictions. Here, we assessed in an online survey as how effective a range of countermeasures were perceived, how severely they affected daily life, how much general distress participants were experiencing as well as participantsÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ perceived control in an early phase of the outbreak in Brazil, Colombia, Germany, Israel, Norway and the US. Most of our over 2000 respondents rated the countermeasures as effective in reducing the outbreak. School closings, but not quarantine, were perceived as having the largest impact on daily life. Participants also rated their own actions as effective. Notably, participants who believed their country reacted too mildly perceived the risk of contracting the virus to be higher, were more worried and scared and perceived governmental actions as less efficient in limiting the outbreak. We also found increased distress levels in those countries with more stringent lockdowns and higher proportion of not being satisfied with governmental actions. Together, our findings indicate that psychological perceptions of control and perceived risk play an important role in assessing the efficacy of various actions and measures in the face of the COVID-19 pandemic. These findings can inform policy-makers on the psychological factors that affect the well-being of citizens in times of global crisis.",Martin Jensen MÃƒÆ’Ã‚Â¦kelÃƒÆ’Ã‚Â¦ et al.,https://share.osf.io/preprint/461D5-74B-E6A,20200404,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2860,FALSE,,
Economic Impacts of Coronavirus Disease (COVID-19) in Developing Countries,"The coronavirus disease (COVID-19) has critically impacted global health systems and economies, especially in developing countries. Those countries have been struggling to address the preexisting burden of diseases with limited resources, which will become even more challenging during COVID-19. The economic implications related to COVID-19 in those countries include a high cost of care, market failures in pluralistic health systems, high out-of-pocket expenses, the added burden of noncommunicable diseases, missed economic opportunities, and socioeconomic consequences like unemployment and poverty. It is essential to assess the prevalent gaps, mobilize resources, strengthen health systems financing and leadership, enhance research capacities informing evidence-based policymaking, and foster effective partnerships for addressing health and economic disparities due to COVID-19.",Tahmina Tasnim Rodela et al.,https://share.osf.io/preprint/4614C-2FC-158,20200404,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2861,FALSE,,
What can scholars learn from Open Source software communities during pandemics,"When the SARS-CoV-2 outbreak began on January 31, 2020, no-one could have anticipated the impact that it would have on our scholarly communication and publishing systems. That is, perhaps, unless you work on open source software. Right now, global research communities are united to collaborate on solving the threat of the pandemic, sharing resources and knowledge more efficiently and effective than ever before, a process broadly described as ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“open scholarshipÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ (Dunleavy, 2020). This is essentially akin to how free and open source software (FOSS) communities have been operating now for decades (Willinsky, 2005). Recently, we participated in a ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œmassively open online paperÃƒÂ¢Ã¢â€šÂ¬Ã‚Â, or MOOP, that explored the intersections between FOSS and open scholarship (Tennant, Agarwal, et al., 2020). Here, we want to summarise our key findings from that project, and place them in the context of the current outbreak. Critically, this pandemic shows us that many of the pervasive and systemic issues surrounding the evaluation, valuation, use and operationalisation of ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œopennessÃƒÂ¢Ã¢â€šÂ¬Ã‚Â in scholarship can be extremely easily bypassed when the social demand and urgency is there, thus showing that the primary barriers towards open scholarship are inherently political and not technical.",Jonathan Tennant et al.,https://share.osf.io/preprint/4619E-85A-0C3,20200404,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2862,FALSE,,
Predicting a Pandemic: testing crowd wisdom and expert forecasting amidst the novel COVID-19 outbreak,"Taking countermeasures to protect against future events requires predicting what the future will be like. In late 2019, a novel coronavirus known as NCov-2019 emerged in Wuhan, China, and has since spread to most countries in the world. Anticipatory responses by civilians facing the crisis have included self-isolation measures, extreme stockpiling of food or medical supplies, and other forms of preparation to meet the expected crisis. However, no consensus exists as to the accuracy of civilian expectations, nor toward the relative value of different informational sources used by citizens to build these expectations (e.g. mainstream news as opposed to an educational background in virology). In the present study, we used an online survey (n = 333 in final sample) to collect individual characteristics and general knowledge regarding viruses and the novel coronavirus, in addition to their forecasts for the various outcomes expected to result from it in the near future. This will allow for the individual correlates of accurate forecasting to be known by 2021, which could prove important for assigning relative weights to forecasts for other events in the future.",Emil O. W. Kirkegaard et al.,https://share.osf.io/preprint/46002-26B-9E9,20200405,Psy- and SocArXiv,Exclude,,,,,,,,,,,,,FALSE,2020-06-15,,,2863,FALSE,,
